Internal gene ID,Vectorbase Identifier,OrthoDB category,OrthoDB D. mel ,Display name,Gene family,Gene subfamily,Name evidence
gene15954,AAEL018074,EOG8MGVZT-EOG8MGVZT-EOG8MGVZT-EOG8MGVZT-EOG8MGVZT,Ir56c-Ir56a-Ir56d-Ir56b-Ir51b,,,,
gene15955,RU373,NA,NA,,,,
gene15956,RU374,NA,NA,,,,
gene15957,AAEL018090,NA,NA,,,,
gene15959,RU375,NA,NA,,,,
gene1596,AAEL004797,EOG80P6ZQ,nmo,,,,
gene15960,RU376,NA,NA,,,,
gene15961,RU377,NA,NA,,,,
gene15962,RU378,NA,NA,,,,
gene15963,RU379,NA,NA,,,,
gene15964,RU380,NA,NA,,,,
gene15965,RU381,NA,NA,,,,
gene15966,RU382,NA,NA,,,,
gene15968,RU383,NA,NA,,,,
gene15969,RU384,NA,NA,,,,
gene1597,AAEL004798,NA,NA,,,,
gene15970,RU385,NA,NA,,,,
gene1598,AAEL004794,EOG8K3PN6,CG14238,,,,
gene15982,RU386,NA,NA,,,,
gene15983,RU387,NA,NA,,,,
gene15984,RU388,NA,NA,,,,
gene15985,RU389,NA,NA,,,,
gene1599,AAEL004801,NA,NA,,,,
gene15997,RU390,NA,NA,,,,
gene16,AAEL009969,EOG8GBB0C,CG8407,,,,
gene160,AAEL008236,EOG8H752X,CG14372,,,,
gene1600,AAEL004789,NA,NA,,,,
gene16000,RU391,NA,NA,,,,
gene16003,RU392,NA,NA,,,,
gene16004,RU393,NA,NA,,,,
gene16005,RU394,NA,NA,,,,
gene16006,RU395,NA,NA,,,,
gene16007,RU396,NA,NA,,,,
gene16008,RU397,NA,NA,,,,
gene16009,RU398,NA,NA,,,,
gene1601,AAEL004790,EOG8DRD3K,CG5087,,,,
gene16010,RU399,NA,NA,,,,
gene16011,RU400,NA,NA,,,,
gene16012,RU401,NA,NA,,,,
gene16013,RU402,NA,NA,,,,
gene16014,RU403,NA,NA,,,,
gene16015,RU404,NA,NA,,,,
gene16016,RU405,NA,NA,,,,
gene16017,RU406,NA,NA,,,,
gene16018,RU407,NA,NA,,,,
gene16019,RU408,NA,NA,,,,
gene1602,AAEL004788,EOG86T5SZ,Osi21,,,,
gene16020,RU409,NA,NA,,,,
gene16021,RU410,NA,NA,,,,
gene16022,RU411,NA,NA,,,,
gene16023,RU412,NA,NA,,,,
gene16024,RU413,NA,NA,,,,
gene16025,RU414,NA,NA,,,,
gene16026,RU415,NA,NA,,,,
gene16027,RU416,NA,NA,,,,
gene16028,RU417,NA,NA,,,,
gene16029,RU418,NA,NA,,,,
gene1603,AAEL004791,NA,NA,,,,
gene16030,RU419,NA,NA,,,,
gene16031,RU420,NA,NA,,,,
gene16032,RU421,NA,NA,,,,
gene16033,RU422,NA,NA,,,,
gene16034,RU423,NA,NA,,,,
gene16035,RU424,NA,NA,,,,
gene16036,RU425,NA,NA,,,,
gene16037,RU426,NA,NA,,,,
gene16038,RU427,NA,NA,,,,
gene16039,RU428,NA,NA,,,,
gene16040,RU429,NA,NA,,,,
gene16041,RU430,NA,NA,,,,
gene16042,RU431,NA,NA,,,,
gene16043,RU432,NA,NA,,,,
gene16044,RU433,NA,NA,,,,
gene16045,RU434,NA,NA,,,,
gene16046,RU435,NA,NA,,,,
gene16047,RU436,NA,NA,,,,
gene16048,RU437,NA,NA,,,,
gene16049,RU438,NA,NA,,,,
gene1605,AAEL015320,EOG8VHNXX,Cka,,,,
gene16050,RU439,NA,NA,,,,
gene16051,RU440,NA,NA,,,,
gene16052,RU441,NA,NA,,,,
gene16053,RU442,NA,NA,,,,
gene16054,RU443,NA,NA,,,,
gene16055,RU444,NA,NA,,,,
gene16056,RU445,NA,NA,,,,
gene16057,RU446,NA,NA,,,,
gene16058,RU447,NA,NA,,,,
gene16059,RU448,NA,NA,,,,
gene1606,AAEL015319,NA,NA,,,,
gene16060,RU449,NA,NA,,,,
gene16061,RU450,NA,NA,,,,
gene16062,RU451,NA,NA,,,,
gene16063,RU452,NA,NA,,,,
gene16064,RU453,NA,NA,,,,
gene16065,RU454,NA,NA,,,,
gene16066,RU455,NA,NA,,,,
gene16067,RU456,NA,NA,,,,
gene16068,RU457,NA,NA,,,,
gene16069,RU458,NA,NA,,,,
gene1607,AAEL014741,NA,NA,,,,
gene16070,RU459,NA,NA,,,,
gene16071,RU460,NA,NA,,,,
gene16072,RU461,NA,NA,,,,
gene16073,RU462,NA,NA,,,,
gene16074,RU463,NA,NA,,,,
gene16075,RU464,NA,NA,,,,
gene16076,RU465,NA,NA,,,,
gene16077,RU466,NA,NA,,,,
gene16078,RU467,NA,NA,,,,
gene16079,RU468,NA,NA,,,,
gene1608,AAEL014742,EOG82NMQG,Ank,,,,
gene16080,RU469,NA,NA,,,,
gene16081,RU470,NA,NA,,,,
gene16082,RU471,NA,NA,,,,
gene16083,RU472,NA,NA,,,,
gene16084,RU473,NA,NA,,,,
gene16085,RU474,NA,NA,,,,
gene16086,RU475,NA,NA,,,,
gene16087,RU476,NA,NA,,,,
gene16088,RU477,NA,NA,,,,
gene16089,RU478,NA,NA,,,,
gene1609,AAEL003673,EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N,His4:CG33885-His4:CG33891-His4r-His4:CG33877-His4:CG33905-His4:CG31611-His4:CG33909-His4:CG33881-His4:CG33883-His4:CG33875-His4:CG33901-His4:CG33899-His4:CG33873-His4:CG33907-His4:CG33871-His4:CG33869-His4:CG33893-His4:CG33889-His4:CG33903-His4:CG33887-His4:CG33879-His4:CG33895-His4:CG33897,,,,
gene16090,RU479,NA,NA,,,,
gene16091,RU480,NA,NA,,,,
gene16092,RU481,NA,NA,,,,
gene16093,RU482,NA,NA,,,,
gene16094,RU483,NA,NA,,,,
gene16095,RU484,NA,NA,,,,
gene16096,RU485,NA,NA,,,,
gene16097,RU486,NA,NA,,,,
gene16098,RU487,NA,NA,,,,
gene16099,RU488,NA,NA,,,,
gene161,AAEL008225,NA,NA,,,,
gene1610,AAEL003674,EOG8V9XGD,Bzd,,,,
gene16100,RU489,NA,NA,,,,
gene16101,RU490,NA,NA,,,,
gene16102,RU491,NA,NA,,,,
gene16103,RU492,NA,NA,,,,
gene16104,RU493,NA,NA,,,,
gene16105,RU494,NA,NA,,,,
gene16106,RU495,NA,NA,,,,
gene16107,RU496,NA,NA,,,,
gene16108,RU497,NA,NA,,,,
gene16109,RU498,NA,NA,,,,
gene1611,AAEL003697,NA,NA,,,,
gene16110,RU499,NA,NA,,,,
gene16111,RU500,NA,NA,,,,
gene16112,RU501,NA,NA,,,,
gene16113,RU502,NA,NA,,,,
gene16114,RU503,NA,NA,,,,
gene16115,RU504,NA,NA,,,,
gene16116,RU505,NA,NA,,,,
gene16117,RU506,NA,NA,,,,
gene16118,RU507,NA,NA,,,,
gene16119,RU508,NA,NA,,,,
gene1612,AAEL003680,EOG88PQB5,CG8786,,,,
gene16120,RU509,NA,NA,,,,
gene16121,RU510,NA,NA,,,,
gene16122,RU511,NA,NA,,,,
gene16123,RU512,NA,NA,,,,
gene16124,RU513,NA,NA,,,,
gene16125,RU514,NA,NA,,,,
gene16126,RU515,NA,NA,,,,
gene16127,RU516,NA,NA,,,,
gene16128,RU517,NA,NA,,,,
gene16129,RU518,NA,NA,,,,
gene1613,AAEL003691,NA,NA,,,,
gene16130,RU519,NA,NA,,,,
gene16131,RU520,NA,NA,,,,
gene16132,RU521,NA,NA,,,,
gene16133,RU522,NA,NA,,,,
gene16134,RU523,NA,NA,,,,
gene16135,RU524,NA,NA,,,,
gene16136,RU525,NA,NA,,,,
gene16137,RU526,NA,NA,,,,
gene16138,RU527,NA,NA,,,,
gene16139,RU528,NA,NA,,,,
gene1614,AAEL003681,EOG8NS64S,CG13186,,,,
gene16140,RU529,NA,NA,,,,
gene16141,RU530,NA,NA,,,,
gene16142,RU531,NA,NA,,,,
gene16143,RU532,NA,NA,,,,
gene16144,RU533,NA,NA,,,,
gene16145,RU534,NA,NA,,,,
gene16146,RU535,NA,NA,,,,
gene16147,RU536,NA,NA,,,,
gene16148,RU537,NA,NA,,,,
gene16149,RU538,NA,NA,,,,
gene1615,AAEL003693,NA,NA,,,,
gene16150,RU539,NA,NA,,,,
gene16151,RU540,NA,NA,,,,
gene16152,RU541,NA,NA,,,,
gene16153,RU542,NA,NA,,,,
gene16154,RU543,NA,NA,,,,
gene16155,RU544,NA,NA,,,,
gene16156,RU545,NA,NA,,,,
gene16157,RU546,NA,NA,,,,
gene16158,RU547,NA,NA,,,,
gene16159,RU548,NA,NA,,,,
gene1616,AAEL003648,EOG8K6JWN,CG10336,,,,
gene16160,RU549,NA,NA,,,,
gene16161,RU550,NA,NA,,,,
gene16162,RU551,NA,NA,,,,
gene16163,RU552,NA,NA,,,,
gene16164,RU553,NA,NA,,,,
gene16165,RU554,NA,NA,,,,
gene16166,RU555,NA,NA,,,,
gene16167,RU556,NA,NA,,,,
gene16168,RU557,NA,NA,,,,
gene16169,RU558,NA,NA,,,,
gene1617,AAEL003676,EOG8T4GMS,CG11180,,,,
gene16170,RU559,NA,NA,,,,
gene16171,RU560,NA,NA,,,,
gene16172,RU561,NA,NA,,,,
gene1618,AAEL003647,NA,NA,,,,
gene1619,AAEL003706,EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P,His2A:CG33844-His2A:CG33838-His2A:CG33859-His2A:CG31618-His2A:CG33832-His2A:CG33820-His2A:CG33808-His2A:CG33835-His2A:CG33826-His2A:CG33829-His2A:CG33817-His2A:CG33850-His2A:CG33862-His2Av-His2A:CG33814-His2A:CG33865-His2A:CG33856-His2A:CG33847-His2A:CG33853-His2A:CG33841-His2A:CG33823,,,,
gene162,AAEL008224,NA,NA,,,,
gene1620,AAEL003646,NA,NA,,,,
gene1621,AAEL003650,EOG8CNTHF,CG7379,,,,
gene1622,AAEL003694,NA,NA,,,,
gene1623,AAEL015683,EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5,His2B:CG33878-His2B:CG33870-His2B:CG33882-His2B:CG33886-His2B:CG33892-His2B:CG33900-His2B:CG33874-His2B:CG33872-His2B:CG33896-His2B:CG33898-His2B:CG33908-His2B:CG33902-His2B:CG33904-His2B:CG33890-His2B:CG17949-His2B:CG33894-His2B:CG33888-His2B:CG33880-His2B:CG33906-His2B:CG33884-His2B:CG33910-His2B:CG33876-His2B:CG33868,,,,
gene1624,AAEL003678,EOG8GXJDC,Aps,,,,
gene1625,AAEL003671AAEL003696,NA,NA,,,,
gene1626,AAEL003664,EOG8DFSDJ,La,,,,
gene1627,AAEL003655,NA,NA,,,,
gene1628,AAEL003695,EOG85HVQ8,CG9548,,,,
gene1629,AAEL003686,EOG80048F,Spn100A,,,,
gene163,AAEL008233,EOG8H752X,CG14372,,,,
gene1630,AAEL003658,EOG8616V4,LanB1,,,,
gene1631,AAEL003677,NA,NA,,,,
gene1632,AAEL003702,NA,NA,,,,
gene1633,AAEL003690,NA,NA,,,,
gene1634,AAEL003649,EOG8F4W30,CG4553,,,,
gene1635,AAEL003665,NA,NA,,,,
gene1636,AAEL015684,EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5,His2B:CG33870-His2B:CG33904-His2B:CG33878-His2B:CG33908-His2B:CG33882-His2B:CG33872-His2B:CG33890-His2B:CG33876-His2B:CG33880-His2B:CG33902-His2B:CG33896-His2B:CG33894-His2B:CG33910-His2B:CG33888-His2B:CG33892-His2B:CG33898-His2B:CG33868-His2B:CG33900-His2B:CG33874-His2B:CG33886-His2B:CG17949-His2B:CG33906-His2B:CG33884,,,,
gene1637,AAEL003684,EOG8N5ZNF,Ku80,,,,
gene1638,AAEL003659,EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP,His3:CG33845-His3:CG33806-His3:CG33830-His3:CG33812-His3:CG31613-His3:CG33851-His3:CG33854-His3:CG33809-His3:CG33839-His3:CG33815-His3:CG33848-His3:CG33866-His3:CG33836-His3:CG33803-His3:CG33818-His3.3A-His3:CG33824-His3:CG33857-His3:CG33842-His3:CG33827-His3:CG33833-His3:CG33860-His3:CG33863-His3.3B-His3:CG33821,,,,
gene1639,AAEL003701,EOG8CG30R,CG9426,,,,
gene164,AAEL008229,EOG890B15,Dab,,,,
gene1640,AAEL003679,NA,NA,,,,
gene1641,AAEL003669,EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P,His2A:CG33859-His2A:CG33826-His2A:CG33808-His2A:CG33865-His2A:CG33847-His2A:CG33820-His2A:CG33835-His2A:CG33856-His2A:CG33817-His2A:CG33829-His2A:CG31618-His2A:CG33862-His2A:CG33844-His2A:CG33814-His2A:CG33823-His2A:CG33832-His2A:CG33853-His2A:CG33838-His2Av-His2A:CG33850-His2A:CG33841,,,,
gene1642,AAEL003687,EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P,His2A:CG33850-His2Av-His2A:CG33826-His2A:CG33865-His2A:CG33859-His2A:CG33844-His2A:CG33832-His2A:CG33841-His2A:CG33817-His2A:CG33829-His2A:CG33814-His2A:CG33847-His2A:CG33853-His2A:CG31618-His2A:CG33856-His2A:CG33835-His2A:CG33838-His2A:CG33862-His2A:CG33808-His2A:CG33820-His2A:CG33823,,,,
gene1643,AAEL018305,NA,NA,,,,
gene1644,AAEL003660,EOG8M0HS9,Vps33B,,,,
gene1645,AAEL003657,NA,NA,,,,
gene1646,AAEL003667,NA,NA,,,,
gene1647,AAEL003683,EOG8GJ2DX,CG34140,,,,
gene1648,AAEL003703,NA,NA,,,,
gene1649,AAEL003700,NA,NA,,,,
gene165,AAEL008222,NA,NA,,,,
gene1650,AAEL003682,EOG8X9B8N,nudE,,,,
gene1651,AAEL003661,EOG857800,eIF6,,,,
gene1652,AAEL003654,EOG86T5SD,CG9596,,,,
gene1653,AAEL003704,EOG8DJNP1,mRpL13,,,,
gene1654,AAEL003656,NA,NA,,,,
gene1655,AAEL003651,EOG8GXJCH-EOG8GXJCH,CG9248-CG43345,,,,
gene1656,AAEL003698,NA,NA,,,,
gene1657,AAEL003653,EOG80048F,Spn100A,,,,
gene1658,AAEL003685,EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP,His3:CG31613-His3:CG33815-His3:CG33851-His3:CG33806-His3:CG33836-His3:CG33809-His3:CG33854-His3:CG33839-His3:CG33827-His3:CG33848-His3:CG33821-His3.3B-His3:CG33812-His3:CG33845-His3.3A-His3:CG33857-His3:CG33803-His3:CG33818-His3:CG33866-His3:CG33863-His3:CG33833-His3:CG33824-His3:CG33842-His3:CG33860-His3:CG33830,,,,
gene1659,AAEL003652,EOG8TMTSD,Fur1,,,,
gene166,AAEL008231,NA,NA,,,,
gene1660,AAEL017573,NA,NA,,,,
gene1661,AAEL003670,EOG8QZBBW,rump,,,,
gene1662,AAEL003692,NA,NA,,,,
gene1663,AAEL015682,EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5-EOG84J5B5,His2B:CG33900-His2B:CG33876-His2B:CG33908-His2B:CG33882-His2B:CG33890-His2B:CG33902-His2B:CG33898-His2B:CG33874-His2B:CG33894-His2B:CG33886-His2B:CG33896-His2B:CG33906-His2B:CG33888-His2B:CG33892-His2B:CG33868-His2B:CG33872-His2B:CG33880-His2B:CG33904-His2B:CG33870-His2B:CG17949-His2B:CG33878-His2B:CG33884-His2B:CG33910,,,,
gene1664,AAEL003663,NA,NA,,,,
gene1665,AAEL003666,EOG84TS0C,CG10602,,,,
gene1666,AAEL003705,EOG8Q2H6Q,CG2126,,,,
gene1667,AAEL003689,EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N,His4:CG33909-His4r-His4:CG33883-His4:CG33881-His4:CG33873-His4:CG33877-His4:CG33871-His4:CG33895-His4:CG33875-His4:CG33887-His4:CG33903-His4:CG33899-His4:CG33901-His4:CG31611-His4:CG33907-His4:CG33891-His4:CG33885-His4:CG33879-His4:CG33897-His4:CG33889-His4:CG33893-His4:CG33869-His4:CG33905,,,,
gene1668,AAEL003688,EOG8N8TVZ,CG9005,,,,
gene1669,AAEL003662,EOG8GJ2DX,CG34140,,,,
gene167,AAEL008227,EOG85B46Q,CG13377,,,,
gene1670,AAEL003699,NA,NA,,,,
gene1671,AAEL003675,EOG8QRKWD,RFeSP,,,,
gene1672,AAEL011524,NA,NA,,,,
gene1673,AAEL011526,EOG8PRWGH,mthl5,,,,
gene1674,AAEL011522,NA,NA,,,,
gene1675,AAEL011523,NA,NA,,,,
gene1676,RU018,NA,NA,,,,
gene1677,AAEL011525,NA,NA,,,,
gene1678,AAEL011521,NA,NA,,,,
gene1679,AAEL015305,EOG8KWNJW,St4,,,,
gene168,AAEL007257,NA,NA,,,,
gene1680,AAEL015306,NA,NA,,,,
gene1682,AAEL014431,NA,NA,,,,
gene1683,AAEL011363,EOG8962HF,Traf-like,,,,
gene1684,AAEL011366,NA,NA,,,,
gene1685,AAEL011365,NA,NA,,,,
gene1686,AAEL011364,NA,NA,,,,
gene1687,AAEL011367,EOG82VC7G,CG3552,,,,
gene1688,RU019,NA,NA,,,,
gene1689,AAEL005624,EOG85XBNF,CG32037,,,,
gene169,AAEL007262,NA,NA,,,,
gene1690,AAEL005621,EOG85HVPC-EOG85HVPC-EOG85HVPC,NA-ninaE-Rh2,,,,
gene1691,AAEL005625,EOG85HVPC-EOG85HVPC-EOG85HVPC,Rh2-ninaE-NA,,,,
gene1692,AAEL005620,EOG8FN79P,ATPsynF,,,,
gene1693,AAEL005618,NA,NA,,,,
gene1694,AAEL005622,EOG8X3KSX,CG32036,,,,
gene1695,AAEL005619,EOG8VMJ6X,dpr7,,,,
gene1696,AAEL005623,NA,NA,,,,
gene1697,AAEL014635,EOG8Q87PC,en,,,,
gene1698,AAEL001696,EOG8616WG,hbn,,,,
gene1699,AAEL001689,NA,NA,,,,
gene17,AAEL009962,NA,NA,,,,
gene170,AAEL007258,NA,NA,,,,
gene1700,AAEL017356,NA,NA,,,,
gene1701,AAEL001702,EOG8HHRVD,CG15649,,,,
gene1702,AAEL001678,NA,NA,,,,
gene1703,AAEL001673,EOG8C2M2D-EOG8C2M2D-EOG8C2M2D-EOG8C2M2D-EOG8C2M2D-EOG8C2M2D,Act42A-Act57B-Act87E-Act5C-Act88F-Act79B,,,,
gene1704,AAEL001703,EOG8MSGQN-EOG8MSGQN-EOG8MSGQN-EOG8MSGQN,CG1304-Ser6-CG9676-CG32523,,,,
gene1705,AAEL001681,NA,NA,,,,
gene1706,AAEL001698,EOG8WM7KX,shrb,,,,
gene1707,AAEL001691,EOG8X9B7H-EOG8X9B7H,CG30345-CG30344,,,,
gene1708,AAEL001694,EOG8Q5CG5,CG15650,,,,
gene1709,AAEL001682,EOG8CNTHB,nudC,,,,
gene171,AAEL007267,EOG880MNT,Spt3,,,,
gene1710,AAEL001685,NA,NA,,,,
gene1711,AAEL001704,EOG8V19T0-EOG8V19T0-EOG8V19T0-EOG8V19T0,CG13060-CG13056-retinin-CG13041,,,,
gene1712,AAEL001686,EOG8Q5CG5,CG15650,,,,
gene1713,AAEL017161,EOG8BS0CW,CG9344,,,,
gene1714,AAEL001674,EOG8MSGQN-EOG8MSGQN-EOG8MSGQN-EOG8MSGQN,CG9676-CG1304-Ser6-CG32523,,,,
gene1715,AAEL001688,NA,NA,,,,
gene1716,AAEL001701,EOG8MSGQN-EOG8MSGQN-EOG8MSGQN-EOG8MSGQN,CG9676-CG1304-CG32523-Ser6,,,,
gene1717,AAEL001676,EOG8MD0RD-EOG8MD0RD-EOG8MD0RD,dpr1-dpr3-dpr2,,,,
gene1718,AAEL001680,EOG8VMJ6C,CG13024,,,,
gene1719,AAEL001700,NA,NA,,,,
gene172,AAEL007250,EOG8P5P30,comm2,,,,
gene1720,AAEL001699,EOG8X9B7H-EOG8X9B7H,CG30345-CG30344,,,,
gene1721,AAEL001687,NA,NA,,,,
gene1722,AAEL001675,EOG82NMQN,CG4998,,,,
gene1723,AAEL001690,NA,NA,,,,
gene1724,AAEL001697,NA,NA,,,,
gene1725,AAEL017397,NA,NA,,,,
gene1726,AAEL001679,NA,NA,,,,
gene1727,RU020,NA,NA,,,,
gene1728,AAEL001695,EOG8VQDFS,otp,,,,
gene1729,AAEL001705,EOG8K0TD9,CG10616,,,,
gene173,AAEL018137,NA,NA,,,,
gene1730,AAEL017500,EOG8RFPKX,CG4962,,,,
gene1731,AAEL001684,EOG8FR3JB,bol,,,,
gene1732,AAEL001692,EOG8258M1,CG13069,,,,
gene1733,AAEL001677,EOG8V19T0-EOG8V19T0-EOG8V19T0-EOG8V19T0,CG13060-retinin-CG13056-CG13041,,,,
gene1734,AAEL001693,EOG8MSGQN-EOG8MSGQN-EOG8MSGQN-EOG8MSGQN,CG9676-CG32523-Ser6-CG1304,,,,
gene1735,AAEL001683,EOG8V19T0-EOG8V19T0-EOG8V19T0-EOG8V19T0,CG13056-CG13041-retinin-CG13060,,,,
gene1736,AAEL013768,EOG88KV40,GMF,,,,
gene1737,AAEL013769,EOG8B01DP,Sec6,,,,
gene1738,AAEL013767,EOG83V2KM,Not1,,,,
gene1739,AAEL002843,EOG8FXV0K,CG10341,,,,
gene174,AAEL007266,EOG8Q87PQ,CG6024,,,,
gene1740,AAEL002825,EOG8X3KTB,ND-B15,,,,
gene1741,AAEL002847,EOG8V19RN,Cep89,,,,
gene1742,AAEL002849,NA,NA,,,,
gene1743,AAEL017395,EOG89W56H-EOG89W56H-EOG89W56H,CG18418-CG7514-CG1907,,,,
gene1744,AAEL002827,EOG8HX7RW-EOG8HX7RW,ATPsynbetaL-ATPsynbeta,,,,
gene1745,AAEL002837,EOG812PX0,CG6345,,,,
gene1746,AAEL002834,EOG86T5RT,Inos,,,,
gene1747,AAEL002835,NA,NA,,,,
gene1748,AAEL002832,EOG8HDWMG,RpS26,,,,
gene1749,AAEL002852,NA,NA,,,,
gene175,AAEL007270,EOG88WFSK,CG18273,,,,
gene1750,AAEL002844,NA,NA,,,,
gene1751,AAEL002828,NA,NA,,,,
gene1752,AAEL002822,EOG8HTCHQ,Arp5,,,,
gene1753,AAEL018288,EOG8GB9X9,shot,,,,
gene1754,AAEL002823,EOG8GF65X,btz,,,,
gene1755,AAEL002840,NA,NA,,,,
gene1756,AAEL002851,EOG8S4S72-EOG8S4S72,betaTub85D-betaTub56D,,,,
gene1757,AAEL002831,EOG80P70D,Trs31,,,,
gene1758,AAEL002854,NA,NA,,,,
gene1759,AAEL002842,NA,NA,,,,
gene176,AAEL007248,NA,NA,,,,
gene1760,AAEL002833,EOG88D3MC,Cp1,,,,
gene1761,AAEL002848,EOG8J6VGQ,betaTub60D,,,,
gene1762,AAEL002853,EOG8W6RN7,slbo,,,,
gene1763,AAEL002841,NA,NA,,,,
gene1764,AAEL002824,EOG8TMTS9,dgo,,,,
gene1765,AAEL002836,EOG8JWZ56,angel,,,,
gene1766,AAEL002846,NA,NA,,,,
gene1767,AAEL002850,EOG8H48V0,ptc,,,,
gene1768,AAEL002819,EOG8CZF6H,CG11807,,,,
gene1769,AAEL002830,NA,NA,,,,
gene177,AAEL007251,NA,NA,,,,
gene1770,AAEL002821,NA,NA,,,,
gene1771,AAEL002826,NA,NA,,,,
gene1772,AAEL002838,NA,NA,,,,
gene1773,AAEL002820,NA,NA,,,,
gene1774,AAEL015543,NA,NA,,,,
gene1775,AAEL015419,EOG82JRGS,CG12241,,,,
gene1776,AAEL007108,NA,NA,,,,
gene1777,AAEL007105,EOG81G5WD,twz,,,,
gene1778,AAEL007102,NA,NA,,,,
gene1779,AAEL007103,NA,NA,,,,
gene178,AAEL007261,EOG8TF3CF,Bet1,,,,
gene1780,AAEL007106,NA,NA,,,,
gene1781,AAEL007107,NA,NA,,,,
gene1782,AAEL007104,EOG8WHCBD,Shal,,,,
gene1783,AAEL007109,NA,NA,,,,
gene1784,AAEL001438,NA,NA,,,,
gene1785,AAEL001439,EOG8JMBG3,mRpL22,,,,
gene1786,AAEL001416,EOG8S7NFF,MAN1,,,,
gene1787,AAEL001405,EOG8GMXPK,or,,,,
gene1788,AAEL001437,EOG83FKNZ,exp,,,,
gene1789,AAEL001394,EOG8B01FG,Phm,,,,
gene179,AAEL007264,NA,NA,,,,
gene1790,AAEL001403,EOG8VQDFR,bou,,,,
gene1791,AAEL001406,NA,NA,,,,
gene1792,AAEL001433,EOG80KBQT,CG7990,,,,
