"","internal.gene_id","Chr","Start","End","Strand","Length","vectorbase.RU","flybase.fbpp.collapsed","flybase.fbgn.collapsed","flybase.annot.collapsed","flybase.gene.collapsed","orthodb.collapsed","display.name","gene.family","gene.family.specific"
"gene4770","gene4770","supercont1.474;supercont1.474;supercont1.474;supercont1.474","829388;830264;831752;832397","830205;830706;832338;832900","-;-;-;-",2352,"AAEL010390","FBpp0081813-FBpp0081854-FBpp0081814","FBgn0040257-FBgn0040251-FBgn0040259","CG4739-CG6658-CG18578","Ugt86Dc-Ugt86Di-Ugt86Da","EOG8Z91N4-EOG8Z91N4-EOG8Z91N4","","",""
"gene4771","gene4771","supercont1.474;supercont1.474","395693;395863","395799;397379","-;-",1624,"AAEL017218",NA,NA,NA,NA,NA,"","",""
"gene4772","gene4772","supercont1.474;supercont1.474;supercont1.474;supercont1.474;supercont1.474;supercont1.474","382442;384283;385048;385314;387122;387774","384218;384992;385261;386458;387710;387964","+;+;+;+;+;+",4626,"AAEL010367","FBpp0082608-FBpp0082604-FBpp0082605-FBpp0311435","FBgn0267408-FBgn0038350-FBgn0038349-FBgn0038348","CG18522-CG18516-CG6045-CG18519","AOX1-AOX4-AOX3-AOX2","EOG8ZPHKG-EOG8ZPHKG-EOG8ZPHKG-EOG8ZPHKG","","",""
"gene4773","gene4773","supercont1.474;supercont1.474;supercont1.474;supercont1.474;supercont1.474;supercont1.474;supercont1.474;supercont1.474;supercont1.474","440485;440893;441183;444173;444554;444839;447520;472143;472362","440835;441120;441525;444495;444775;445065;447765;472255;472445","-;-;-;-;-;-;-;-;-",2137,"AAEL010378","FBpp0086903","FBgn0033785","CG13320","Sans","EOG8QZBBQ","","",""
"gene4774","gene4774","supercont1.474;supercont1.474;supercont1.474;supercont1.474","628167;628756;628932;629413","628689;628865;629353;629845","+;+;+;+",1488,"AAEL010371","FBpp0071767","FBgn0034744","CG4071","Vps20","EOG8G7FR4","","",""
"gene4775","gene4775","supercont1.474;supercont1.474;supercont1.474","175916;177584;177865","177516;177792;177915","-;-;-",1861,"AAEL010385","FBpp0077882","FBgn0036994","CG5199","CG5199","EOG8W3WCW","","",""
"gene4776","gene4776","supercont1.474;supercont1.474;supercont1.474;supercont1.474;supercont1.474;supercont1.474;supercont1.474;supercont1.474;supercont1.474","781443;782248;783672;784195;789916;790295;795793;797106;828661","782187;783612;784133;784445;790242;791961;795809;798045;828980","-;-;-;-;-;-;-;-;-",6094,"AAEL010372","FBpp0311435-FBpp0082604-FBpp0082605-FBpp0082608","FBgn0038348-FBgn0038350-FBgn0038349-FBgn0267408","CG18519-CG18516-CG6045-CG18522","AOX2-AOX4-AOX3-AOX1","EOG8ZPHKG-EOG8ZPHKG-EOG8ZPHKG-EOG8ZPHKG","","",""
"gene4777","gene4777","supercont1.474;supercont1.474","500249;501215","501154;501730","-;-",1422,"AAEL010366","FBpp0081814-FBpp0081813-FBpp0081854","FBgn0040259-FBgn0040257-FBgn0040251","CG18578-CG4739-CG6658","Ugt86Da-Ugt86Dc-Ugt86Di","EOG8Z91N4-EOG8Z91N4-EOG8Z91N4","","",""
"gene4778","gene4778","supercont1.2289","8574","10215","-",1642,"AAEL015443","FBpp0084145","FBgn0004897","CG11921","fd96Ca","EOG8Z91NR","","",""
"gene4779","gene4779","supercont1.1312;supercont1.1312","2537;2989","2986;4023","+;+",1485,"AAEL014865","FBpp0070679","FBgn0028325","CG7010","l(1)G0334","EOG80KBQJ","","",""
"gene478","gene478","supercont1.449;supercont1.449","137860;141962","141820;142345","-;-",4345,"AAEL017421","FBpp0083625","FBgn0038964","CG13849","Nop56","EOG8GTP4Q","","",""
"gene4780","gene4780","supercont1.1312;supercont1.1312;supercont1.1312;supercont1.1312;supercont1.1312;supercont1.1312","4027;20733;20916;21535;22209;31821","4338;20858;21470;21620;22514;32306","-;-;-;-;-;-",1871,"AAEL014866",NA,NA,NA,NA,NA,"","",""
"gene4781","gene4781","supercont1.1327;supercont1.1327","134299;134839","134776;135919","-;-",1559,"AAEL014890",NA,NA,NA,NA,NA,"","",""
"gene4782","gene4782","supercont1.1327;supercont1.1327","84606;85337","85277;86487","-;-",1823,"AAEL017061",NA,NA,NA,NA,NA,"","",""
"gene4783","gene4783","supercont1.1327;supercont1.1327;supercont1.1327","120145;120621;120805","120560;120787;121712","-;-;-",1491,"AAEL014892",NA,NA,NA,NA,NA,"","",""
"gene4784","gene4784","supercont1.1327;supercont1.1327","121982;122543","122484;123710","-;-",1671,"AAEL014891","FBpp0311645-FBpp0086583-FBpp0087770-FBpp0086580-FBpp0085466-FBpp0289404-FBpp0086586-FBpp0086582-FBpp0289405-FBpp0084553-FBpp0086585-FBpp0086581","FBgn0033302-FBgn0033979-FBgn0033304-FBgn0013773-FBgn0000473-FBgn0033980-FBgn0033981-FBgn0033978-FBgn0013771-FBgn0039519-FBgn0013772-FBgn0015714","CG8687-CG10243-CG2397-CG10240-CG9438-CG10245-CG10247-CG10242-CG10246-CG13977-CG10248-CG10241","Cyp6a14-Cyp6a19-Cyp6a13-Cyp6a22-Cyp6a2-Cyp6a20-Cyp6a21-Cyp6a23-Cyp6a9-Cyp6a18-Cyp6a8-Cyp6a17","EOG88SKJQ-EOG88SKJQ-EOG88SKJQ-EOG88SKJQ-EOG88SKJQ-EOG88SKJQ-EOG88SKJQ-EOG88SKJQ-EOG88SKJQ-EOG88SKJQ-EOG88SKJQ-EOG88SKJQ","","",""
"gene4785","gene4785","supercont1.1327;supercont1.1327","46094;46912","46849;48185","-;-",2030,"AAEL014893",NA,NA,NA,NA,NA,"","",""
"gene4786","gene4786","supercont1.2416;supercont1.2416;supercont1.2416","186;3623;3991","3561;3930;4416","-;-;-",4110,"AAEL015459","FBpp0300852","FBgn0263289","CG43398","scrib","EOG8Z91MN","","",""
"gene4787","gene4787","supercont1.2555","1608","1828","+",221,"AAEL015473",NA,NA,NA,NA,NA,"","",""
"gene4788","gene4788","supercont1.864;supercont1.864;supercont1.864;supercont1.864;supercont1.864;supercont1.864;supercont1.864","313766;314371;339014;339795;354422;354822;370088","314350;315043;339562;340118;354758;355146;379046","+;+;+;+;+;+;+",11752,"AAEL013539","FBpp0077679","FBgn0010583","CG3727","dock","EOG8RJJSH","","",""
"gene4789","gene4789","supercont1.864;supercont1.864;supercont1.864","273878;274271;285376","274195;274600;285729","-;-;-",1002,"AAEL013536","FBpp0079606-FBpp0073034-FBpp0305700","FBgn0003942-FBgn0003943-FBgn0029856","CG5271-CG11624-CG11700","RpS27A-Ubi-p63E-CG11700","EOG8N8TW1-EOG8N8TW1-EOG8N8TW1","","",""
"gene479","gene479","supercont1.449;supercont1.449;supercont1.449;supercont1.449;supercont1.449;supercont1.449;supercont1.449;supercont1.449;supercont1.449;supercont1.449","758378;758744;773922;776038;843404;874061;883087;884016;894844;895031","758719;758901;773941;782601;844126;874472;883952;885466;894969;895601","+;+;+;+;+;+;+;+;+;+",11233,"AAEL010047","FBpp0088215","FBgn0039890","CG2316","CG2316","EOG8H752Z","","",""
"gene4790","gene4790","supercont1.864;supercont1.864","10486;15167","11635;16129","-;-",2113,"AAEL013541","FBpp0080389","FBgn0011708","CG4214","Syx5","EOG8P2ST8","","",""
"gene4791","gene4791","supercont1.864;supercont1.864;supercont1.864;supercont1.864;supercont1.864;supercont1.864;supercont1.864;supercont1.864;supercont1.864;supercont1.864;supercont1.864;supercont1.864;supercont1.864;supercont1.864;supercont1.864","181306;182872;198915;200368;207162;214002;214294;214424;214579;235771;235941;236229;236749;237057;270194","182808;182998;200306;200522;207260;214070;214360;214518;214739;235885;236160;236449;236994;238033;270744","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",5998,"AAEL013534","FBpp0070303","FBgn0023510","CG17766","Rbcn-3B","EOG886C3P","","",""
"gene4792","gene4792","supercont1.864;supercont1.864;supercont1.864;supercont1.864;supercont1.864;supercont1.864;supercont1.864;supercont1.864;supercont1.864","72367;72804;73096;92104;92537;97939;98140;110730;110925","72736;72859;73243;92424;92972;98076;98321;110856;111695","+;+;+;+;+;+;+;+;+",2549,"AAEL013538","FBpp0084927","FBgn0039743","CG7946","CG7946","EOG8PK50N","","",""
"gene4793","gene4793","supercont1.864","275865","278316","-",2452,"AAEL013533","FBpp0079607","FBgn0025366","CG5277","Ip259","EOG8FFGT5","","",""
"gene4794","gene4794","supercont1.864;supercont1.864;supercont1.864;supercont1.864;supercont1.864","151074;151599;158333;160010;160410","151533;151884;158685;160348;160637","-;-;-;-;-",1666,"AAEL013540","FBpp0083780","FBgn0039065","CG4449","CG4449","EOG8QNQNP","","",""
"gene4795","gene4795","supercont1.864;supercont1.864;supercont1.864;supercont1.864;supercont1.864;supercont1.864","202046;202786;202899;203016;203262;205814","202720;202830;202949;203063;203318;207811","+;+;+;+;+;+",2874,"AAEL013532",NA,NA,NA,NA,NA,"","",""
"gene4796","gene4796","supercont1.864;supercont1.864;supercont1.864;supercont1.864;supercont1.864","118053;120636;121029;124549;136933","118576;120966;121160;124679;137431","-;-;-;-;-",1617,"AAEL013537",NA,NA,NA,NA,NA,"","",""
"gene4797","gene4797","supercont1.864;supercont1.864;supercont1.864;supercont1.864","397813;398358;398550;406413","398298;398487;399360;407045","-;-;-;-",2060,"AAEL013535","FBpp0080583","FBgn0000120","CG5711","Arr1","EOG85QM56","","",""
"gene4798","gene4798","supercont1.864;supercont1.864;supercont1.864","302374;304236;304983","303781;304908;304988","+;+;+",2087,"AAEL013531","FBpp0085295","FBgn0025674","CG15218","CycK","EOG8S4S7B","","",""
"gene4799","gene4799","supercont1.864;supercont1.864;supercont1.864;supercont1.864;supercont1.864;supercont1.864;supercont1.864;supercont1.864;supercont1.864;supercont1.864;supercont1.864;supercont1.864;supercont1.864","27247;28248;32768;32963;33108;33300;39757;40084;40502;41059;55055;55302;60985","28182;28467;32894;33044;33239;33647;40020;40441;40991;41153;55140;55564;61202","-;-;-;-;-;-;-;-;-;-;-;-;-",3619,"AAEL013530","FBpp0087921","FBgn0015509","CG1877","Cul1","EOG8QC3WR","","",""
"gene48","gene48","supercont1.688;supercont1.688;supercont1.688","92238;98376;117378","92281;98820;120832","+;+;+",3944,"AAEL012396","FBpp0112216","FBgn0039647","CG14509","CG14509","EOG8GQSXQ","","",""
"gene480","gene480","supercont1.449;supercont1.449;supercont1.449","127448;127703;132754","127646;127863;134458","+;+;+",2065,"AAEL010052","FBpp0073912","FBgn0030694","CG15602","CG15602","EOG8STVWZ","","",""
"gene4800","gene4800","supercont1.667;supercont1.667;supercont1.667","149502;162976;163713","159752;163435;164125","-;-;-",11124,"AAEL012222","FBpp0081766","FBgn0037849","CG4596","CG4596","EOG80P6ZR","","",""
"gene4801","gene4801","supercont1.667;supercont1.667","188379;188874","188808;189197","+;+",754,"AAEL012218","FBpp0082657","FBgn0038387","CG5268","blp","EOG8CZF7W","","",""
"gene4802","gene4802","supercont1.667;supercont1.667;supercont1.667;supercont1.667;supercont1.667","545239;547084;559282;559533;560374","547023;547239;559475;560103;561542","-;-;-;-;-",3875,"AAEL012215",NA,NA,NA,NA,NA,"","",""
"gene4803","gene4803","supercont1.667;supercont1.667;supercont1.667;supercont1.667;supercont1.667;supercont1.667;supercont1.667;supercont1.667","29628;30471;30723;30988;46405;46598;46763;46927","29842;30639;30923;31122;46532;46692;46871;47023","-;-;-;-;-;-;-;-",1149,"AAEL012221",NA,NA,NA,NA,NA,"","",""
"gene4804","gene4804","supercont1.667;supercont1.667","332566;334411","333476;334468","-;-",969,"AAEL012213",NA,NA,NA,NA,NA,"","",""
"gene4805","gene4805","supercont1.667;supercont1.667;supercont1.667;supercont1.667;supercont1.667;supercont1.667;supercont1.667","595714;609168;637954;638207;638551;639430;640760","596409;609579;638145;638493;639370;640706;641510","+;+;+;+;+;+;+",4435,"AAEL012217","FBpp0084770-FBpp0084769-FBpp0084772","FBgn0051445-FBgn0263236-FBgn0039656","CG31445-CG11956-CG11951","CG31445-SP1029-CG11951","EOG82FW7V-EOG82FW7V-EOG82FW7V","","",""
"gene4806","gene4806","supercont1.667","648670","650176","-",1507,"AAEL012214",NA,NA,NA,NA,NA,"","",""
"gene4807","gene4807","supercont1.667","5342","6582","+",1241,"AAEL012216",NA,NA,NA,NA,NA,"","",""
"gene4808","gene4808","supercont1.667;supercont1.667;supercont1.667;supercont1.667;supercont1.667;supercont1.667;supercont1.667;supercont1.667;supercont1.667;supercont1.667","106819;107329;107738;107937;141991;142184;142347;142538;148619;149044","107254;107672;107871;108177;142121;142283;142463;142747;148980;149497","+;+;+;+;+;+;+;+;+;+",2529,"AAEL012219","FBpp0083419","FBgn0038862","CG5798","Usp8","EOG8THZK0","","",""
"gene4809","gene4809","supercont1.667;supercont1.667","189114;189440","189383;190218","-;-",1049,"AAEL012220",NA,NA,NA,NA,NA,"","",""
"gene481","gene481","supercont1.449;supercont1.449;supercont1.449;supercont1.449;supercont1.449","150000;150401;175557;177308;177478","150344;150698;175883;177403;177927","+;+;+;+;+",1516,"AAEL010053","FBpp0083690","FBgn0038966","CG13848","pinta","EOG866ZC8","","",""
"gene4810","gene4810","supercont1.1172;supercont1.1172;supercont1.1172;supercont1.1172;supercont1.1172","172892;173429;174042;181062;181380","173348;173982;174528;181323;181946","-;-;-;-;-",2327,"AAEL014576",NA,NA,NA,NA,NA,"","",""
"gene4811","gene4811","supercont1.1172;supercont1.1172;supercont1.1172;supercont1.1172","192953;194669;196222;196472","193630;196072;196416;197789","-;-;-;-",3595,"AAEL014578","FBpp0072779","FBgn0035333","CG1317","CG1317","EOG8H752V","","",""
"gene4812","gene4812","supercont1.1172;supercont1.1172","181970;192298","182912;192922","+;+",1568,"AAEL014577","FBpp0074126","FBgn0030793","CG9125","CG9125","EOG8G1Q7D","","",""
"gene4813","gene4813","supercont1.1165;supercont1.1165;supercont1.1165","95596;132606;147058","97648;132845;148013","-;-;-",3249,"AAEL014557","FBpp0307151","FBgn0000251","CG1759","cad","EOG890B2D","","",""
"gene4814","gene4814","supercont1.1165;supercont1.1165","30178;31089","31026;33788","-;-",3549,"AAEL014556",NA,NA,NA,NA,NA,"","",""
"gene4815","gene4815","supercont1.1165;supercont1.1165;supercont1.1165","48284;48921;49126","48855;49052;49496","+;+;+",1075,"AAEL014555","FBpp0080943","FBgn0032884","CG9324","Pomp","EOG837V6R","","",""
"gene4816","gene4816","supercont1.1263;supercont1.1263","115940;116042","115987;116314","+;+",321,"AAEL014764",NA,NA,NA,NA,NA,"","",""
"gene4817","gene4817","supercont1.390;supercont1.390","952509;956780","952727;958078","+;+",1518,"AAEL009339","FBpp0078721","FBgn0003716","CG14026","tkv","EOG8MKR70","","",""
"gene4818","gene4818","supercont1.390","135339","137133","+",1795,"AAEL017131",NA,NA,NA,NA,NA,"","",""
"gene4819","gene4819","supercont1.390;supercont1.390","290841;295800","295434;296748","-;-",5543,"AAEL009345","FBpp0080707","FBgn0002031","CG10691","l(2)37Cc","EOG85F0FS","","",""
"gene482","gene482","supercont1.449;supercont1.449","110530;112105","112041;112305","-;-",1713,"AAEL010048","FBpp0083687","FBgn0028688","CG5378","Rpn7","EOG8MGW07","","",""
"gene4820","gene4820","supercont1.390;supercont1.390;supercont1.390;supercont1.390","1020548;1043464;1057529;1071741","1022040;1043780;1057842;1072845","+;+;+;+",3229,"AAEL009336","FBpp0078699","FBgn0031692","CG6514","TpnC25D","EOG8THZKX","","",""
"gene4821","gene4821","supercont1.390","355233","356105","-",873,"AAEL009332",NA,NA,NA,NA,NA,"","",""
"gene4822","gene4822","supercont1.390;supercont1.390","149851;151024","150964;151548","+;+",1639,"AAEL009333",NA,NA,NA,NA,NA,"","",""
"gene4823","gene4823","supercont1.390;supercont1.390","257031;257720","257517;259028","+;+",1796,"AAEL009331","FBpp0080700","FBgn0086445","CG10563","l(2)37Cd","EOG8K3PN3","","",""
"gene4824","gene4824","supercont1.390;supercont1.390;supercont1.390;supercont1.390","314085;314891;315352;316141","314829;315294;315897;316206","+;+;+;+",1761,"AAEL017371","FBpp0072503","FBgn0260862","CG3279","Vti1a","EOG88KV3T","","",""
"gene4825","gene4825","supercont1.390;supercont1.390","365610;370979","366404;372310","+;+",2127,"AAEL009342","FBpp0303111","FBgn0035155","CG12015","RabX6","EOG81VNVD","","",""
"gene4826","gene4826","supercont1.390;supercont1.390;supercont1.390;supercont1.390;supercont1.390;supercont1.390;supercont1.390;supercont1.390;supercont1.390","169294;175328;182827;200994;202718;216517;216764;217356;217872","170489;176299;189258;201296;203756;216699;217275;217572;219768","+;+;+;+;+;+;+;+;+",12751,"AAEL009334","FBpp0304516","FBgn0032083","CG9541","CG9541","EOG8STVW3","","",""
"gene4827","gene4827","supercont1.390;supercont1.390;supercont1.390;supercont1.390;supercont1.390;supercont1.390;supercont1.390;supercont1.390;supercont1.390;supercont1.390;supercont1.390;supercont1.390;supercont1.390;supercont1.390;supercont1.390;supercont1.390;supercont1.390;supercont1.390;supercont1.390","749;13526;25064;25440;39416;53605;62535;62786;63619;63822;97339;104591;112734;112903;123086;123277;123766;123871;124283","968;13697;25223;25589;39534;53716;62662;62944;63817;63899;97592;104777;112852;113040;123158;123705;123858;124113;124846","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",3597,"AAEL009344","FBpp0085252","FBgn0023416","CG1506","Ac3","EOG82JRGP","","",""
"gene4828","gene4828","supercont1.390;supercont1.390;supercont1.390;supercont1.390","336711;350165;352875;353333","337713;351422;352996;355326","+;+;+;+",4377,"AAEL009335",NA,NA,NA,NA,NA,"","",""
"gene4829","gene4829","supercont1.390;supercont1.390;supercont1.390","359529;361849;362586","360215;362515;362648","-;-;-",1417,"AAEL009341","FBpp0081527-FBpp0084345","FBgn0037686-FBgn0039406","CG9354-CG6090","RpL34b-RpL34a","EOG8ZPHN8-EOG8ZPHN8","","",""
"gene483","gene483","supercont1.449;supercont1.449","657813;717236","657868;719741","+;+",2562,"AAEL010050","FBpp0083627","FBgn0038958","CG13857","CG13857","EOG87M4Q6","","",""
"gene4830","gene4830","supercont1.390;supercont1.390","315681;317653","317575;318313","-;-",2556,"AAEL009340","FBpp0311430","FBgn0037332","CG14670","Hcs","EOG87Q0X8","","",""
"gene4831","gene4831","supercont1.390;supercont1.390;supercont1.390","140115;140710;141403","140653;141025;141622","+;+;+",1075,"AAEL009338","FBpp0072221","FBgn0035031","CG13587","CG13587","EOG8M94HQ","","",""
"gene4832","gene4832","supercont1.390;supercont1.390;supercont1.390;supercont1.390;supercont1.390;supercont1.390;supercont1.390;supercont1.390","141614;142267;151536;151685;153835;156838;165550;169294","142208;142416;151620;151962;153930;158033;166220;171260","-;-;-;-;-;-;-;-",5038,"AAEL009337","FBpp0075750","FBgn0022709","CG17146","Adk1","EOG8HB1BX","","",""
"gene4833","gene4833","supercont1.390","958185","959320","+",1136,"AAEL017199",NA,NA,NA,NA,NA,"","",""
"gene4834","gene4834","supercont1.574","339418","341170","+",1753,"AAEL011381","FBpp0088174","FBgn0039909","CG1970","ND-49","EOG85F0DZ","","",""
"gene4835","gene4835","supercont1.574;supercont1.574","259852;267903","260367;268583","+;+",1197,"AAEL011383","FBpp0079215-FBpp0088874-FBpp0079214","FBgn0032003-FBgn0032001-FBgn0032002","CG8349-CG8360-CG8353","CG8349-CG8360-CG8353","EOG8MWBZP-EOG8MWBZP-EOG8MWBZP","","",""
"gene4836","gene4836","supercont1.574;supercont1.574;supercont1.574","351004;352123;352543","351407;352449;353001","-;-;-",1190,"AAEL011390","FBpp0082540","FBgn0038319","CG31478","mRpL9","EOG83JFX4","","",""
"gene4837","gene4837","supercont1.574","654353","657834","-",3482,"AAEL011384",NA,NA,NA,NA,NA,"","",""
"gene4838","gene4838","supercont1.574;supercont1.574;supercont1.574;supercont1.574;supercont1.574","302726;302988;320633;320769;322407","302920;303153;320712;322346;323299","-;-;-;-;-",2912,"AAEL011389","FBpp0082148","FBgn0038058","CG5608","CG5608","EOG8NZXJP","","",""
"gene4839","gene4839","supercont1.574;supercont1.574;supercont1.574","557258;557299;573043","557267;557317;574178","-;-;-",1165,"AAEL011378","FBpp0074936","FBgn0036754","CG5589","CG5589","EOG88D3KT","","",""
"gene484","gene484","supercont1.449;supercont1.449;supercont1.449;supercont1.449;supercont1.449","959724;972517;986821;987389;987638","960794;972706;987222;987543;987834","-;-;-;-;-",2015,"AAEL010049","FBpp0084587","FBgn0046258","CG12880","CG12880","EOG8DZ4N1","","",""
"gene4840","gene4840","supercont1.574;supercont1.574;supercont1.574;supercont1.574","288723;289089;300818;308905","288987;290161;302761;309032","+;+;+;+",3410,"AAEL011382","FBpp0084626","FBgn0039566","CG4849","CG4849","EOG82FW7T","","",""
"gene4841","gene4841","supercont1.574;supercont1.574","799530;806592","800459;806678","-;-",1017,"AAEL017077","FBpp0288398","FBgn0278608","CG12223","Dsp1","EOG8D55PX","","",""
"gene4842","gene4842","supercont1.574;supercont1.574","174971;197800","175536;198220","-;-",987,"AAEL011385","FBpp0079900","FBgn0261266","CG12314","zuc","EOG8897CJ","","",""
"gene4843","gene4843","supercont1.574;supercont1.574","207300;208891","207850;209608","+;+",1269,"AAEL011379","FBpp0070924","FBgn0029502","CG14437","COQ7","EOG8J141R","","",""
"gene4844","gene4844","supercont1.574;supercont1.574;supercont1.574;supercont1.574;supercont1.574;supercont1.574;supercont1.574","207373;209672;222683;222857;224466;242932;272341","209608;209875;222778;224409;224934;243229;272946","-;-;-;-;-;-;-",5462,"AAEL011386","FBpp0309087","FBgn0003390","CG3135","shf","EOG8H753J","","",""
"gene4845","gene4845","supercont1.574;supercont1.574","341284;350659","341364;350993","+;+",416,"AAEL011377","FBpp0290229","FBgn0083984","CG34148","CG34148","EOG8SXR5J","","",""
