internal.gene_id.x,vectorbase.RU,display.name,gene.family,gene.family.specific,flybase.fbpp,orthodb.group,flybase.fbgn,flybase.annot,flybase.gene
gene4448,AAEL009176,,,,NA,NA,NA,NA,NA
gene4449,AAEL013369,,,,FBpp0084936,EOG86MFBD,FBgn0260860,CG1359,Bet5
gene445,AAEL007986,,,,NA,NA,NA,NA,NA
gene4450,AAEL013151,,,,FBpp0079700,EOG83BQFD,FBgn0032291,CG17118,CG17118
gene4450,AAEL013151,,,,FBpp0079634,EOG83BQFD,FBgn0032248,CG5343,Bug22
gene4451,AAEL013149,,,,FBpp0073154,EOG8SJ85F,FBgn0035543,CG15020,CG15020
gene4452,AAEL013155,,,,FBpp0307910,EOG8QG04N,FBgn0051718,CG31718,Ir31a
gene4453,AAEL013154,,,,NA,NA,NA,NA,NA
gene4454,AAEL013152,,,,FBpp0288510,EOG8MD0R8,FBgn0053003,CG33003,CG33003
gene4455,AAEL013148,,,,NA,NA,NA,NA,NA
gene4456,AAEL013150,,,,FBpp0079614,EOG82VC7C,FBgn0032247,CG5188,CG5188
gene4457,AAEL013157,,,,FBpp0288510,EOG8MD0R8,FBgn0053003,CG33003,CG33003
gene4458,AAEL013156,,,,NA,NA,NA,NA,NA
gene4459,AAEL013830,,,,FBpp0292932,EOG8S7NFQ,FBgn0086758,CG31666,chinmo
gene446,AAEL008001,,,,FBpp0075707,EOG8NP9VJ,FBgn0036289,CG10657,CG10657
gene4460,AAEL013829,,,,FBpp0073108,EOG8PP18P,FBgn0035512,CG15008,Cpr64Ac
gene4460,AAEL013829,,,,FBpp0081192,EOG8PP18P,FBgn0004779,CG1330,Ccp84Ae
gene4460,AAEL013829,,,,FBpp0079429,EOG8PP18P,FBgn0032125,CG3818,Cpr30B
gene4460,AAEL013829,,,,FBpp0079865,EOG8PP18P,FBgn0005664,CG16963,Crys
gene4460,AAEL013829,,,,FBpp0081189,EOG8PP18P,FBgn0004783,CG2360,Ccp84Aa
gene4460,AAEL013829,,,,FBpp0073110,EOG8PP18P,FBgn0035510,CG15006,Cpr64Aa
gene4460,AAEL013829,,,,FBpp0081190,EOG8PP18P,FBgn0004782,CG1252,Ccp84Ab
gene4460,AAEL013829,,,,FBpp0083221,EOG8PP18P,FBgn0038714,CG6240,Cpr92A
gene4460,AAEL013829,,,,FBpp0081191,EOG8PP18P,FBgn0004781,CG1327,Ccp84Ac
gene4460,AAEL013829,,,,FBpp0070781,EOG8PP18P,FBgn0029811,CG4052,Cpr5C
gene4460,AAEL013829,,,,FBpp0081193,EOG8PP18P,FBgn0004778,CG1331,Ccp84Af
gene4460,AAEL013829,,,,FBpp0079492,EOG8PP18P,FBgn0051876,CG31876,Cpr30F
gene4460,AAEL013829,,,,FBpp0081188,EOG8PP18P,FBgn0004780,CG2341,Ccp84Ad
gene4461,AAEL015237,,,,FBpp0070316,EOG86MF9N,FBgn0025630,CG4061,CG4061
gene4462,AAEL017344,,,,NA,NA,NA,NA,NA
gene4463,AAEL013823,,,,FBpp0289608,EOG89GP78,FBgn0264607,CG18069,CaMKII
gene4464,AAEL013824,,,,FBpp0289608,EOG89GP78,FBgn0264607,CG18069,CaMKII
gene4465,AAEL007425,,,,NA,NA,NA,NA,NA
gene4466,AAEL007423,,,,FBpp0087316,EOG81VNVC,FBgn0033547,CG12935,CG12935
gene4467,AAEL007419,,,,NA,NA,NA,NA,NA
gene4468,AAEL007420,,,,NA,NA,NA,NA,NA
gene4469,AAEL007430,,,,NA,NA,NA,NA,NA
gene447,AAEL008000,,,,FBpp0074664,EOG8ZSCTH,FBgn0036919,CG7809,Grasp65
gene4470,AAEL007422,,,,FBpp0288749,EOG8W6RNC,FBgn0267398,CG40218,Yeti
gene4471,AAEL007421,,,,NA,NA,NA,NA,NA
gene4472,AAEL007417,,,,FBpp0087348,EOG8V7272,FBgn0027499,CG12340,wde
gene4473,AAEL007424,,,,NA,NA,NA,NA,NA
gene4474,AAEL007414,,,,FBpp0085885,EOG8MKR81,FBgn0034362,CG5323,CG5323
gene4474,AAEL007414,,,,FBpp0071208,EOG8MKR81,FBgn0030071,CG12661,CG12661
gene4474,AAEL007414,,,,FBpp0085886,EOG8MKR81,FBgn0034363,CG5327,CG5327
gene4475,AAEL007428,,,,NA,NA,NA,NA,NA
gene4476,AAEL007416,,,,FBpp0085892,EOG80KBR6,FBgn0034364,CG5493,CG5493
gene4477,AAEL007415,,,,FBpp0289196,EOG8JWZ4S,FBgn0259247,CG42345,laccase2
gene4478,AAEL007426,,,,FBpp0071688,EOG80GGGM,FBgn0025186,CG5709,ari-2
gene4479,AAEL007418,,,,FBpp0083613,EOG812PWP,FBgn0038953,CG18596,CG18596
gene448,AAEL007997,,,,FBpp0075707,EOG8NP9VJ,FBgn0036289,CG10657,CG10657
gene4480,AAEL007431,,,,FBpp0087347,EOG8C5GBS,FBgn0033548,CG7637,CG7637
gene4481,AAEL007432,,,,NA,NA,NA,NA,NA
gene4482,AAEL007427,,,,NA,NA,NA,NA,NA
gene4483,AAEL007429,,,,FBpp0112051,EOG8R26KH,FBgn0035533,CG15015,Cip4
gene4484,AAEL007433,,,,FBpp0087346,EOG8C5GB9,FBgn0033550,CG12341,CG12341
gene4485,AAEL007413,,,,NA,NA,NA,NA,NA
gene4486,AAEL015458,,,,FBpp0074331,EOG8XPT6M,FBgn0022355,CG6186,Tsf1
gene4487,AAEL004786,,,,NA,NA,NA,NA,NA
gene4488,AAEL004774,,,,NA,NA,NA,NA,NA
gene4489,AAEL004742,,,,FBpp0081189,EOG8PP18P,FBgn0004783,CG2360,Ccp84Aa
gene4489,AAEL004742,,,,FBpp0083221,EOG8PP18P,FBgn0038714,CG6240,Cpr92A
gene4489,AAEL004742,,,,FBpp0081192,EOG8PP18P,FBgn0004779,CG1330,Ccp84Ae
gene4489,AAEL004742,,,,FBpp0070781,EOG8PP18P,FBgn0029811,CG4052,Cpr5C
gene4489,AAEL004742,,,,FBpp0079492,EOG8PP18P,FBgn0051876,CG31876,Cpr30F
gene4489,AAEL004742,,,,FBpp0081193,EOG8PP18P,FBgn0004778,CG1331,Ccp84Af
gene4489,AAEL004742,,,,FBpp0079865,EOG8PP18P,FBgn0005664,CG16963,Crys
gene4489,AAEL004742,,,,FBpp0081190,EOG8PP18P,FBgn0004782,CG1252,Ccp84Ab
gene4489,AAEL004742,,,,FBpp0073110,EOG8PP18P,FBgn0035510,CG15006,Cpr64Aa
gene4489,AAEL004742,,,,FBpp0073108,EOG8PP18P,FBgn0035512,CG15008,Cpr64Ac
gene4489,AAEL004742,,,,FBpp0081188,EOG8PP18P,FBgn0004780,CG2341,Ccp84Ad
gene4489,AAEL004742,,,,FBpp0081191,EOG8PP18P,FBgn0004781,CG1327,Ccp84Ac
gene4489,AAEL004742,,,,FBpp0079429,EOG8PP18P,FBgn0032125,CG3818,Cpr30B
gene449,AAEL007994,,,,FBpp0085227,EOG886C52,FBgn0039859,CG11539,CG11539
gene4490,AAEL004738,,,,FBpp0079462,EOG83NB4K,FBgn0025117,CG4008,und
gene4491,AAEL004746,,,,FBpp0083221,EOG8PP18P,FBgn0038714,CG6240,Cpr92A
gene4491,AAEL004746,,,,FBpp0079492,EOG8PP18P,FBgn0051876,CG31876,Cpr30F
gene4491,AAEL004746,,,,FBpp0073108,EOG8PP18P,FBgn0035512,CG15008,Cpr64Ac
gene4491,AAEL004746,,,,FBpp0081188,EOG8PP18P,FBgn0004780,CG2341,Ccp84Ad
gene4491,AAEL004746,,,,FBpp0079429,EOG8PP18P,FBgn0032125,CG3818,Cpr30B
gene4491,AAEL004746,,,,FBpp0081189,EOG8PP18P,FBgn0004783,CG2360,Ccp84Aa
gene4491,AAEL004746,,,,FBpp0081190,EOG8PP18P,FBgn0004782,CG1252,Ccp84Ab
gene4491,AAEL004746,,,,FBpp0081192,EOG8PP18P,FBgn0004779,CG1330,Ccp84Ae
gene4491,AAEL004746,,,,FBpp0079865,EOG8PP18P,FBgn0005664,CG16963,Crys
gene4491,AAEL004746,,,,FBpp0081193,EOG8PP18P,FBgn0004778,CG1331,Ccp84Af
gene4491,AAEL004746,,,,FBpp0081191,EOG8PP18P,FBgn0004781,CG1327,Ccp84Ac
gene4491,AAEL004746,,,,FBpp0073110,EOG8PP18P,FBgn0035510,CG15006,Cpr64Aa
gene4491,AAEL004746,,,,FBpp0070781,EOG8PP18P,FBgn0029811,CG4052,Cpr5C
gene4492,AAEL004755,,,,FBpp0079473,EOG8SN4F0,FBgn0032160,CG4598,CG4598
gene4492,AAEL004755,,,,FBpp0079475,EOG8SN4F0,FBgn0032162,CG4592,CG4592
gene4492,AAEL004755,,,,FBpp0079474,EOG8SN4F0,FBgn0032161,CG4594,CG4594
gene4493,AAEL004761,,,,FBpp0289242,EOG80GGG7,FBgn0259712,CG42366,CG42366
gene4494,AAEL004739,,,,FBpp0289511,EOG86X20W,FBgn0034432,CG7461,CG7461
gene4495,AAEL017453,,,,FBpp0080637,EOG8MSGPB,FBgn0032679,CG10302,bsf
gene4496,AAEL004764,,,,FBpp0081191,EOG8PP18P,FBgn0004781,CG1327,Ccp84Ac
gene4496,AAEL004764,,,,FBpp0081190,EOG8PP18P,FBgn0004782,CG1252,Ccp84Ab
gene4496,AAEL004764,,,,FBpp0081192,EOG8PP18P,FBgn0004779,CG1330,Ccp84Ae
gene4496,AAEL004764,,,,FBpp0083221,EOG8PP18P,FBgn0038714,CG6240,Cpr92A
gene4496,AAEL004764,,,,FBpp0081188,EOG8PP18P,FBgn0004780,CG2341,Ccp84Ad
gene4496,AAEL004764,,,,FBpp0081189,EOG8PP18P,FBgn0004783,CG2360,Ccp84Aa
gene4496,AAEL004764,,,,FBpp0073110,EOG8PP18P,FBgn0035510,CG15006,Cpr64Aa
gene4496,AAEL004764,,,,FBpp0079492,EOG8PP18P,FBgn0051876,CG31876,Cpr30F
gene4496,AAEL004764,,,,FBpp0079865,EOG8PP18P,FBgn0005664,CG16963,Crys
gene4496,AAEL004764,,,,FBpp0081193,EOG8PP18P,FBgn0004778,CG1331,Ccp84Af
gene4496,AAEL004764,,,,FBpp0073108,EOG8PP18P,FBgn0035512,CG15008,Cpr64Ac
gene4496,AAEL004764,,,,FBpp0070781,EOG8PP18P,FBgn0029811,CG4052,Cpr5C
gene4496,AAEL004764,,,,FBpp0079429,EOG8PP18P,FBgn0032125,CG3818,Cpr30B
gene4497,AAEL018329,,,,FBpp0292911,EOG8WT031,FBgn0028704,CG18660,Nckx30C
gene4498,AAEL004766,,,,FBpp0112612,EOG8W6RMM,NA,NA,NA
gene4498,AAEL004766,,,,FBpp0079493,EOG8W6RMM,FBgn0032163,CG13125,TbCMF46
gene4499,AAEL004740,,,,FBpp0080855,EOG8ZPHKV,FBgn0032818,CG10628,CG10628
gene45,AAEL013746,,,,FBpp0303185,EOG873SJ3,FBgn0039427,CG5447,CG5447
gene450,AAEL007991,,,,NA,NA,NA,NA,NA
gene4500,AAEL004770,,,,NA,NA,NA,NA,NA
gene4501,AAEL004762,,,,FBpp0073108,EOG8PP18P,FBgn0035512,CG15008,Cpr64Ac
gene4501,AAEL004762,,,,FBpp0083221,EOG8PP18P,FBgn0038714,CG6240,Cpr92A
gene4501,AAEL004762,,,,FBpp0070781,EOG8PP18P,FBgn0029811,CG4052,Cpr5C
gene4501,AAEL004762,,,,FBpp0079492,EOG8PP18P,FBgn0051876,CG31876,Cpr30F
gene4501,AAEL004762,,,,FBpp0081190,EOG8PP18P,FBgn0004782,CG1252,Ccp84Ab
gene4501,AAEL004762,,,,FBpp0081191,EOG8PP18P,FBgn0004781,CG1327,Ccp84Ac
gene4501,AAEL004762,,,,FBpp0081192,EOG8PP18P,FBgn0004779,CG1330,Ccp84Ae
gene4501,AAEL004762,,,,FBpp0079429,EOG8PP18P,FBgn0032125,CG3818,Cpr30B
gene4501,AAEL004762,,,,FBpp0081188,EOG8PP18P,FBgn0004780,CG2341,Ccp84Ad
gene4501,AAEL004762,,,,FBpp0079865,EOG8PP18P,FBgn0005664,CG16963,Crys
gene4501,AAEL004762,,,,FBpp0081189,EOG8PP18P,FBgn0004783,CG2360,Ccp84Aa
gene4501,AAEL004762,,,,FBpp0081193,EOG8PP18P,FBgn0004778,CG1331,Ccp84Af
gene4501,AAEL004762,,,,FBpp0073110,EOG8PP18P,FBgn0035510,CG15006,Cpr64Aa
gene4502,AAEL004782,,,,NA,NA,NA,NA,NA
gene4503,AAEL004768,,,,NA,NA,NA,NA,NA
gene4504,AAEL004772,,,,NA,NA,NA,NA,NA
gene4505,AAEL004779,,,,FBpp0087366,EOG8RJJT2,FBgn0033527,CG11777,CG11777
gene4506,AAEL004757,,,,FBpp0084842,EOG8MWBXG,FBgn0039691,CG1972,IntS11
gene4507,AAEL004750,,,,FBpp0079428,EOG87DD7Q,FBgn0032124,CG17855,CG17855
gene4507,AAEL004750,,,,FBpp0300914,EOG87DD7Q,FBgn0263314,CG43400,CG43400
gene4508,AAEL004760,,,,FBpp0070781,EOG8PP18P,FBgn0029811,CG4052,Cpr5C
gene4508,AAEL004760,,,,FBpp0081189,EOG8PP18P,FBgn0004783,CG2360,Ccp84Aa
gene4508,AAEL004760,,,,FBpp0073108,EOG8PP18P,FBgn0035512,CG15008,Cpr64Ac
gene4508,AAEL004760,,,,FBpp0079429,EOG8PP18P,FBgn0032125,CG3818,Cpr30B
gene4508,AAEL004760,,,,FBpp0083221,EOG8PP18P,FBgn0038714,CG6240,Cpr92A
gene4508,AAEL004760,,,,FBpp0079492,EOG8PP18P,FBgn0051876,CG31876,Cpr30F
gene4508,AAEL004760,,,,FBpp0081190,EOG8PP18P,FBgn0004782,CG1252,Ccp84Ab
gene4508,AAEL004760,,,,FBpp0081193,EOG8PP18P,FBgn0004778,CG1331,Ccp84Af
gene4508,AAEL004760,,,,FBpp0073110,EOG8PP18P,FBgn0035510,CG15006,Cpr64Aa
gene4508,AAEL004760,,,,FBpp0081188,EOG8PP18P,FBgn0004780,CG2341,Ccp84Ad
gene4508,AAEL004760,,,,FBpp0081191,EOG8PP18P,FBgn0004781,CG1327,Ccp84Ac
gene4508,AAEL004760,,,,FBpp0079865,EOG8PP18P,FBgn0005664,CG16963,Crys
gene4508,AAEL004760,,,,FBpp0081192,EOG8PP18P,FBgn0004779,CG1330,Ccp84Ae
gene4509,AAEL004737,,,,FBpp0072101,EOG8HB1BD,FBgn0013764,CG3924,Chi
gene451,AAEL007998,,,,FBpp0075707,EOG8NP9VJ,FBgn0036289,CG10657,CG10657
gene4510,AAEL004780,,,,FBpp0079492,EOG8PP18P,FBgn0051876,CG31876,Cpr30F
gene4510,AAEL004780,,,,FBpp0081192,EOG8PP18P,FBgn0004779,CG1330,Ccp84Ae
gene4510,AAEL004780,,,,FBpp0081189,EOG8PP18P,FBgn0004783,CG2360,Ccp84Aa
gene4510,AAEL004780,,,,FBpp0073108,EOG8PP18P,FBgn0035512,CG15008,Cpr64Ac
gene4510,AAEL004780,,,,FBpp0083221,EOG8PP18P,FBgn0038714,CG6240,Cpr92A
gene4510,AAEL004780,,,,FBpp0081190,EOG8PP18P,FBgn0004782,CG1252,Ccp84Ab
gene4510,AAEL004780,,,,FBpp0081188,EOG8PP18P,FBgn0004780,CG2341,Ccp84Ad
gene4510,AAEL004780,,,,FBpp0079429,EOG8PP18P,FBgn0032125,CG3818,Cpr30B
gene4510,AAEL004780,,,,FBpp0081191,EOG8PP18P,FBgn0004781,CG1327,Ccp84Ac
gene4510,AAEL004780,,,,FBpp0073110,EOG8PP18P,FBgn0035510,CG15006,Cpr64Aa
gene4510,AAEL004780,,,,FBpp0079865,EOG8PP18P,FBgn0005664,CG16963,Crys
gene4510,AAEL004780,,,,FBpp0081193,EOG8PP18P,FBgn0004778,CG1331,Ccp84Af
gene4510,AAEL004780,,,,FBpp0070781,EOG8PP18P,FBgn0029811,CG4052,Cpr5C
gene4511,AAEL004765,,,,FBpp0081189,EOG8PP18P,FBgn0004783,CG2360,Ccp84Aa
gene4511,AAEL004765,,,,FBpp0073108,EOG8PP18P,FBgn0035512,CG15008,Cpr64Ac
gene4511,AAEL004765,,,,FBpp0079492,EOG8PP18P,FBgn0051876,CG31876,Cpr30F
gene4511,AAEL004765,,,,FBpp0081193,EOG8PP18P,FBgn0004778,CG1331,Ccp84Af
gene4511,AAEL004765,,,,FBpp0081192,EOG8PP18P,FBgn0004779,CG1330,Ccp84Ae
gene4511,AAEL004765,,,,FBpp0083221,EOG8PP18P,FBgn0038714,CG6240,Cpr92A
gene4511,AAEL004765,,,,FBpp0081190,EOG8PP18P,FBgn0004782,CG1252,Ccp84Ab
gene4511,AAEL004765,,,,FBpp0079429,EOG8PP18P,FBgn0032125,CG3818,Cpr30B
gene4511,AAEL004765,,,,FBpp0081188,EOG8PP18P,FBgn0004780,CG2341,Ccp84Ad
gene4511,AAEL004765,,,,FBpp0079865,EOG8PP18P,FBgn0005664,CG16963,Crys
gene4511,AAEL004765,,,,FBpp0070781,EOG8PP18P,FBgn0029811,CG4052,Cpr5C
gene4511,AAEL004765,,,,FBpp0081191,EOG8PP18P,FBgn0004781,CG1327,Ccp84Ac
gene4511,AAEL004765,,,,FBpp0073110,EOG8PP18P,FBgn0035510,CG15006,Cpr64Aa
gene4512,AAEL004741,,,,FBpp0303019,EOG8FJC1Q,FBgn0000180,CG4722,bib
gene4513,AAEL004759,,,,NA,NA,NA,NA,NA
gene4514,AAEL004747,,,,NA,NA,NA,NA,NA
gene4515,AAEL004756,,,,FBpp0071045,EOG8S4S6J,FBgn0040087,CG1422,p115
gene4516,AAEL004775,,,,NA,NA,NA,NA,NA
gene4517,AAEL004752,,,,NA,NA,NA,NA,NA
gene4518,AAEL004745,,,,FBpp0081192,EOG8PP18P,FBgn0004779,CG1330,Ccp84Ae
gene4518,AAEL004745,,,,FBpp0079492,EOG8PP18P,FBgn0051876,CG31876,Cpr30F
gene4518,AAEL004745,,,,FBpp0073108,EOG8PP18P,FBgn0035512,CG15008,Cpr64Ac
gene4518,AAEL004745,,,,FBpp0079429,EOG8PP18P,FBgn0032125,CG3818,Cpr30B
gene4518,AAEL004745,,,,FBpp0081190,EOG8PP18P,FBgn0004782,CG1252,Ccp84Ab
gene4518,AAEL004745,,,,FBpp0081189,EOG8PP18P,FBgn0004783,CG2360,Ccp84Aa
gene4518,AAEL004745,,,,FBpp0070781,EOG8PP18P,FBgn0029811,CG4052,Cpr5C
gene4518,AAEL004745,,,,FBpp0081191,EOG8PP18P,FBgn0004781,CG1327,Ccp84Ac
gene4518,AAEL004745,,,,FBpp0079865,EOG8PP18P,FBgn0005664,CG16963,Crys
gene4518,AAEL004745,,,,FBpp0083221,EOG8PP18P,FBgn0038714,CG6240,Cpr92A
gene4518,AAEL004745,,,,FBpp0081193,EOG8PP18P,FBgn0004778,CG1331,Ccp84Af
gene4518,AAEL004745,,,,FBpp0081188,EOG8PP18P,FBgn0004780,CG2341,Ccp84Ad
gene4518,AAEL004745,,,,FBpp0073110,EOG8PP18P,FBgn0035510,CG15006,Cpr64Aa
gene4519,AAEL017262,,,,NA,NA,NA,NA,NA
gene452,AAEL008006,,,,FBpp0074019,EOG82FW8Q,FBgn0030737,CG9914,CG9914
gene4520,AAEL004776,,,,FBpp0073110,EOG8PP18P,FBgn0035510,CG15006,Cpr64Aa
gene4520,AAEL004776,,,,FBpp0081192,EOG8PP18P,FBgn0004779,CG1330,Ccp84Ae
gene4520,AAEL004776,,,,FBpp0073108,EOG8PP18P,FBgn0035512,CG15008,Cpr64Ac
gene4520,AAEL004776,,,,FBpp0081193,EOG8PP18P,FBgn0004778,CG1331,Ccp84Af
gene4520,AAEL004776,,,,FBpp0081190,EOG8PP18P,FBgn0004782,CG1252,Ccp84Ab
gene4520,AAEL004776,,,,FBpp0079865,EOG8PP18P,FBgn0005664,CG16963,Crys
gene4520,AAEL004776,,,,FBpp0083221,EOG8PP18P,FBgn0038714,CG6240,Cpr92A
gene4520,AAEL004776,,,,FBpp0079492,EOG8PP18P,FBgn0051876,CG31876,Cpr30F
gene4520,AAEL004776,,,,FBpp0081189,EOG8PP18P,FBgn0004783,CG2360,Ccp84Aa
gene4520,AAEL004776,,,,FBpp0070781,EOG8PP18P,FBgn0029811,CG4052,Cpr5C
gene4520,AAEL004776,,,,FBpp0081191,EOG8PP18P,FBgn0004781,CG1327,Ccp84Ac
gene4520,AAEL004776,,,,FBpp0079429,EOG8PP18P,FBgn0032125,CG3818,Cpr30B
gene4520,AAEL004776,,,,FBpp0081188,EOG8PP18P,FBgn0004780,CG2341,Ccp84Ad
gene4521,AAEL004784,,,,FBpp0079474,EOG8SN4F0,FBgn0032161,CG4594,CG4594
gene4521,AAEL004784,,,,FBpp0079473,EOG8SN4F0,FBgn0032160,CG4598,CG4598
gene4521,AAEL004784,,,,FBpp0079475,EOG8SN4F0,FBgn0032162,CG4592,CG4592
gene4522,AAEL004743,,,,FBpp0089056,EOG8RNF0J,FBgn0032456,CG6214,MRP
gene4523,AAEL004754,,,,NA,NA,NA,NA,NA
gene4524,AAEL004748,,,,FBpp0073110,EOG8PP18P,FBgn0035510,CG15006,Cpr64Aa
gene4524,AAEL004748,,,,FBpp0081190,EOG8PP18P,FBgn0004782,CG1252,Ccp84Ab
gene4524,AAEL004748,,,,FBpp0081193,EOG8PP18P,FBgn0004778,CG1331,Ccp84Af
gene4524,AAEL004748,,,,FBpp0079429,EOG8PP18P,FBgn0032125,CG3818,Cpr30B
gene4524,AAEL004748,,,,FBpp0081188,EOG8PP18P,FBgn0004780,CG2341,Ccp84Ad
gene4524,AAEL004748,,,,FBpp0070781,EOG8PP18P,FBgn0029811,CG4052,Cpr5C
gene4524,AAEL004748,,,,FBpp0073108,EOG8PP18P,FBgn0035512,CG15008,Cpr64Ac
gene4524,AAEL004748,,,,FBpp0081191,EOG8PP18P,FBgn0004781,CG1327,Ccp84Ac
gene4524,AAEL004748,,,,FBpp0079492,EOG8PP18P,FBgn0051876,CG31876,Cpr30F
gene4524,AAEL004748,,,,FBpp0079865,EOG8PP18P,FBgn0005664,CG16963,Crys
gene4524,AAEL004748,,,,FBpp0081192,EOG8PP18P,FBgn0004779,CG1330,Ccp84Ae
gene4524,AAEL004748,,,,FBpp0083221,EOG8PP18P,FBgn0038714,CG6240,Cpr92A
gene4524,AAEL004748,,,,FBpp0081189,EOG8PP18P,FBgn0004783,CG2360,Ccp84Aa
gene4525,AAEL004778,,,,NA,NA,NA,NA,NA
gene4526,AAEL004783,,,,FBpp0087122,EOG8J408H,FBgn0014184,CG16747,Oda
gene4527,AAEL004773,,,,FBpp0294011,EOG8RV5HC,FBgn0028507,CG3793,CG3793
gene4528,AAEL004771,,,,NA,NA,NA,NA,NA
gene4529,AAEL004777,Bursicon receptor,neuropeptide receptor,neuropeptide receptor,FBpp0080183,EOG8RBT8W,FBgn0003255,CG8930,rk
gene453,AAEL008003,,,,NA,NA,NA,NA,NA
gene4530,AAEL004769,,,,FBpp0073110,EOG8PP18P,FBgn0035510,CG15006,Cpr64Aa
gene4530,AAEL004769,,,,FBpp0079492,EOG8PP18P,FBgn0051876,CG31876,Cpr30F
gene4530,AAEL004769,,,,FBpp0081189,EOG8PP18P,FBgn0004783,CG2360,Ccp84Aa
gene4530,AAEL004769,,,,FBpp0070781,EOG8PP18P,FBgn0029811,CG4052,Cpr5C
gene4530,AAEL004769,,,,FBpp0081188,EOG8PP18P,FBgn0004780,CG2341,Ccp84Ad
gene4530,AAEL004769,,,,FBpp0079865,EOG8PP18P,FBgn0005664,CG16963,Crys
gene4530,AAEL004769,,,,FBpp0081192,EOG8PP18P,FBgn0004779,CG1330,Ccp84Ae
gene4530,AAEL004769,,,,FBpp0081190,EOG8PP18P,FBgn0004782,CG1252,Ccp84Ab
gene4530,AAEL004769,,,,FBpp0083221,EOG8PP18P,FBgn0038714,CG6240,Cpr92A
gene4530,AAEL004769,,,,FBpp0081191,EOG8PP18P,FBgn0004781,CG1327,Ccp84Ac
gene4530,AAEL004769,,,,FBpp0073108,EOG8PP18P,FBgn0035512,CG15008,Cpr64Ac
gene4530,AAEL004769,,,,FBpp0081193,EOG8PP18P,FBgn0004778,CG1331,Ccp84Af
gene4530,AAEL004769,,,,FBpp0079429,EOG8PP18P,FBgn0032125,CG3818,Cpr30B
gene4531,AAEL018328,,,,FBpp0081192,EOG8PP18P,FBgn0004779,CG1330,Ccp84Ae
gene4531,AAEL018328,,,,FBpp0081191,EOG8PP18P,FBgn0004781,CG1327,Ccp84Ac
gene4531,AAEL018328,,,,FBpp0081189,EOG8PP18P,FBgn0004783,CG2360,Ccp84Aa
gene4531,AAEL018328,,,,FBpp0081190,EOG8PP18P,FBgn0004782,CG1252,Ccp84Ab
gene4531,AAEL018328,,,,FBpp0079865,EOG8PP18P,FBgn0005664,CG16963,Crys
gene4531,AAEL018328,,,,FBpp0081188,EOG8PP18P,FBgn0004780,CG2341,Ccp84Ad
gene4531,AAEL018328,,,,FBpp0073108,EOG8PP18P,FBgn0035512,CG15008,Cpr64Ac
gene4531,AAEL018328,,,,FBpp0079492,EOG8PP18P,FBgn0051876,CG31876,Cpr30F
gene4531,AAEL018328,,,,FBpp0083221,EOG8PP18P,FBgn0038714,CG6240,Cpr92A
gene4531,AAEL018328,,,,FBpp0081193,EOG8PP18P,FBgn0004778,CG1331,Ccp84Af
gene4531,AAEL018328,,,,FBpp0073110,EOG8PP18P,FBgn0035510,CG15006,Cpr64Aa
gene4531,AAEL018328,,,,FBpp0079429,EOG8PP18P,FBgn0032125,CG3818,Cpr30B
gene4531,AAEL018328,,,,FBpp0070781,EOG8PP18P,FBgn0029811,CG4052,Cpr5C
gene4532,AAEL004763,,,,FBpp0079986,EOG80KBR1,FBgn0032454,CG5787,CG5787
gene4532,AAEL004763,,,,FBpp0290386,EOG80KBR1,FBgn0032455,CG5792,Pih1D1
gene4533,AAEL004758,,,,FBpp0081192,EOG8PP18P,FBgn0004779,CG1330,Ccp84Ae
gene4533,AAEL004758,,,,FBpp0081191,EOG8PP18P,FBgn0004781,CG1327,Ccp84Ac
gene4533,AAEL004758,,,,FBpp0081189,EOG8PP18P,FBgn0004783,CG2360,Ccp84Aa
gene4533,AAEL004758,,,,FBpp0079492,EOG8PP18P,FBgn0051876,CG31876,Cpr30F
gene4533,AAEL004758,,,,FBpp0073108,EOG8PP18P,FBgn0035512,CG15008,Cpr64Ac
gene4533,AAEL004758,,,,FBpp0073110,EOG8PP18P,FBgn0035510,CG15006,Cpr64Aa
gene4533,AAEL004758,,,,FBpp0079429,EOG8PP18P,FBgn0032125,CG3818,Cpr30B
gene4533,AAEL004758,,,,FBpp0070781,EOG8PP18P,FBgn0029811,CG4052,Cpr5C
gene4533,AAEL004758,,,,FBpp0081190,EOG8PP18P,FBgn0004782,CG1252,Ccp84Ab
gene4533,AAEL004758,,,,FBpp0081188,EOG8PP18P,FBgn0004780,CG2341,Ccp84Ad
gene4533,AAEL004758,,,,FBpp0083221,EOG8PP18P,FBgn0038714,CG6240,Cpr92A
gene4533,AAEL004758,,,,FBpp0081193,EOG8PP18P,FBgn0004778,CG1331,Ccp84Af
gene4533,AAEL004758,,,,FBpp0079865,EOG8PP18P,FBgn0005664,CG16963,Crys
gene4534,AAEL004751,,,,FBpp0079865,EOG8PP18P,FBgn0005664,CG16963,Crys
gene4534,AAEL004751,,,,FBpp0081189,EOG8PP18P,FBgn0004783,CG2360,Ccp84Aa
gene4534,AAEL004751,,,,FBpp0081193,EOG8PP18P,FBgn0004778,CG1331,Ccp84Af
gene4534,AAEL004751,,,,FBpp0079429,EOG8PP18P,FBgn0032125,CG3818,Cpr30B
gene4534,AAEL004751,,,,FBpp0083221,EOG8PP18P,FBgn0038714,CG6240,Cpr92A
