gene_id,vectorbase,chemo,family
gene2961,AAEL015327,,
gene2962,AAEL015328,,
gene2963,AAEL013943,,
gene2964,AAEL013946,,
gene2965,RU036,,
gene2966,AAEL013950,,
gene2967,AAEL013947,,
gene2968,AAEL013949,,
gene2969,AAEL013944,,
gene297,AAEL001957,,
gene2970,AAEL013948,,
gene2971,AAEL013945,,
gene2972,AAEL013464,,
gene2973,AAEL013467,,
gene2974,AAEL013465,,
gene2975,AAEL013466,,
gene2977,AAEL012024,,
gene2978,AAEL012023,,
gene298,AAEL001985,,
gene2981,AAEL004478,,
gene2982,AAEL004457,,
gene2983,AAEL004449,,
gene2984,AAEL004450,,
gene2985,AAEL004463,,
gene2986,AAEL004471,,
gene2987,AAEL017010,,
gene2988,AAEL004453,,
gene2989,AAEL004456,,
gene299,AAEL001968,,
gene2990,AAEL004476,,
gene2991,AAEL004462,,
gene2992,AAEL004481,,
gene2993,AAEL004469,,
gene2994,AAEL004483,,
gene2995,AAEL004464,,
gene2996,AAEL004475,,
gene2997,AAEL004458,,
gene2998,AAEL004467,,
gene2999,AAEL004460,,
gene3,AAEL009968,,
gene30,AAEL007215,,
gene300,AAEL001996,,
gene3000,AAEL004451,,
gene3001,AAEL004477,,
gene3002,AAEL004479,,
gene3003,AAEL004455,,
gene3004,AAEL018323,,
gene3005,AAEL004474,,
gene3006,AAEL004465,,
gene3007,AAEL004482,,
gene3008,AAEL004466,,
gene3009,AAEL004454,,
gene301,AAEL001999,,
gene3010,AAEL004480,,
gene3011,AAEL004459,,
gene3012,AAEL004468,,
gene3013,AAEL004470,,
gene3014,AAEL004473,,
gene3015,AAEL013798,,
gene3016,AAEL013797,,
gene3017,AAEL014078,,
gene3018,RU037,,
gene3019,AAEL014079,,
gene302,AAEL001976,,
gene3020,AAEL015345,,
gene3021,AAEL011519,,
gene3022,AAEL011515,,
gene3023,AAEL011509,,
gene3024,AAEL011518,,
gene3025,AAEL011512,,
gene3026,AAEL011507,,
gene3027,AAEL011516,,
gene3028,AAEL011508,,
gene3029,AAEL011520,,
gene303,AAEL002001,,
gene3030,AAEL011514,,
gene3031,AAEL011517,,
gene3032,AAEL011511,,
gene3033,AAEL011513,,
gene3034,AAEL017523,,
gene3035,AAEL006469,,
gene3036,AAEL006468,,
gene3037,AAEL006458,,
gene304,AAEL001988,,
gene3040,AAEL006467,,
gene3041,AAEL006462,,
gene3042,AAEL006453,,
gene3043,AAEL006471,,
gene3044,AAEL006456,,
gene3045,AAEL006460,,
gene3046,AAEL006472,,
gene3047,AAEL006461,,
gene3048,AAEL006457,,
gene3049,AAEL006463,,
gene305,AAEL001979,,
gene3050,AAEL006474,,
gene3051,AAEL006470,,
gene3052,AAEL006473,,
gene3053,AAEL006466,,
gene3054,AAEL006455,,
gene3055,AAEL006459,,
gene3056,AAEL006464,,
gene3057,AAEL013273,,
gene3058,AAEL013274,,
gene3059,AAEL013271,,
gene306,AAEL002018,,
gene3060,AAEL013276,,
gene3061,AAEL013272,,
gene3062,AAEL013270,,
gene3063,AAEL017204,,
gene3064,AAEL013275,,
gene3065,AAEL012162,,
gene3066,AAEL012164,,
gene3067,AAEL012171,,
gene3068,AAEL012169,,
gene3069,AAEL012174,,
gene307,AAEL001974,,
gene3070,AAEL012170,,
gene3071,AAEL012163,,
gene3072,AAEL012177,,
gene3073,AAEL012159,,
gene3074,AAEL012165,,
gene3075,AAEL012178,,
gene3076,RU038,,
gene3077,AAEL012168,,
gene3078,AAEL012160,,
gene3079,AAEL012175,,
gene308,AAEL001994,,
gene3080,AAEL012172AAEL012179,,
gene3081,AAEL012167,,
gene3082,AAEL012161,,
gene3083,AAEL012173,,
gene3084,AAEL012176,,
gene3085,AAEL012166,,
gene3086,AAEL015625,,
gene3087,AAEL015624,,
gene3088,AAEL015626,,
gene3089,AAEL014627,,
gene309,AAEL002014,,
gene3090,AAEL014626,,
gene3091,AAEL013010,,
gene3092,AAEL013011,,
gene3093,AAEL013008,,
gene3094,AAEL013007,,
gene3095,AAEL013009,,
gene3096,AAEL013012,,
gene3097,AAEL000406,,
gene3098,AAEL000402,,
gene3099,AAEL000386,,
gene31,AAEL007211,,
gene310,AAEL001972,,
gene3100,AAEL000398,,
gene3101,AAEL000401,,
gene3102,AAEL000404,,
gene3103,AAEL000392,,
gene3104,AAEL000399,,
gene3105,AAEL000387,,
gene3106,AAEL000400,,
gene3108,AAEL017539,,
gene3109,AAEL000389,,
gene311,AAEL002015,,
gene3110,AAEL000396,,
gene3111,AAEL000403,,
gene3112,AAEL000388,,
gene3114,AAEL000383,,
gene3115,AAEL000397,,
gene3116,AAEL000385,,
gene3117,AAEL000394,,
gene3118,AAEL000395,,
gene3119,AAEL000405,,
gene312,AAEL001982,,
gene3120,AAEL000393,,
gene3121,AAEL011998,,
gene3123,AAEL013388,,
gene3124,AAEL014932,,
gene3125,AAEL014934,,
gene3126,AAEL014933,,
gene3127,AAEL014931,,
gene3128,AAEL013776,,
gene3129,AAEL013773,,
gene313,AAEL002030,,
gene3130,AAEL013777,,
gene3131,AAEL013772,,
gene3132,AAEL013775,,
gene3133,AAEL013782,,
gene3134,AAEL013779,,
gene3135,AAEL013778,,
gene3136,AAEL013781,,
gene3137,AAEL013774,,
gene3138,AAEL013771,,
gene3139,AAEL013780,,
gene314,AAEL002013,,
gene3140,AAEL008760,,
gene3141,AAEL008762,,
gene3142,AAEL008764,,
gene3143,AAEL008765,,
gene3144,AAEL008761,,
gene3145,AAEL008757,,
gene3146,AAEL008752,,
gene3147,AAEL008755,,
gene3148,AAEL008756,,
gene3149,AAEL008754,,
gene315,AAEL001959,,
gene3150,AAEL008753,,
gene3151,AAEL008759,,
gene3153,AAEL008758,,
gene3154,AAEL008763,,
gene3155,RU039,,
gene3156,AAEL004256,,
gene3157,AAEL004251,,
gene3158,AAEL018318,,
gene3159,AAEL004266,,
gene316,AAEL001986,,
gene3160,AAEL004254,,
gene3161,AAEL004268,,
gene3162,AAEL004265,,
gene3163,AAEL004259,,
gene3164,AAEL004250,,
gene3165,AAEL004249,,
gene3166,AAEL004258,,
gene3167,AAEL004263,,
gene3168,AAEL004253,,
gene3169,AAEL004270,,
gene317,AAEL002033,,
gene3170,AAEL004257AAEL004261,,
gene3171,RU040,,
gene3172,AAEL004262,,
gene3173,AAEL004246,,
gene3174,AAEL004248,,
gene3175,AAEL004255,,
gene3176,AAEL004269,,
gene3177,AAEL004247,,
gene3178,AAEL004264,,
gene3179,AAEL004252,,
gene318,AAEL002024,,
gene3180,AAEL005726,,
gene3181,AAEL005727,,
gene3182,AAEL005723,,
gene3183,AAEL005715,,
gene3184,AAEL005714,,
gene3185,AAEL005712,,
gene3186,AAEL005725,,
gene3187,AAEL005724,,
gene3188,AAEL005717,,
gene3189,AAEL005722,,
gene319,AAEL002000,,
gene3190,AAEL005718,,
gene3191,RU041,,
gene3192,AAEL005719,,
gene3193,AAEL005720,,
gene3194,AAEL005716,,
gene3195,AAEL005713,,
gene3196,AAEL005721,,
gene3197,AAEL017428,,
gene3198,AAEL014602,,
gene3199,AAEL014601,,
gene32,AAEL007210,,
gene320,AAEL002038,,
gene3200,AAEL009739,,
gene3201,AAEL009732,,
gene3202,AAEL009735,,
gene3203,AAEL009736,,
gene3204,AAEL009731,,
gene3205,AAEL009738,,
gene3206,AAEL009733,,
gene3207,AAEL009734,,
gene3208,AAEL009740,,
gene3209,AAEL009737,,
gene321,AAEL002037,,
gene3210,AAEL014513,,
gene3212,AAEL014393,,
gene3213,AAEL015409,,
gene3214,AAEL015408,,
gene3215,AAEL013952,,
gene3216,AAEL013954,,
gene3217,AAEL013951,,
gene3218,AAEL013953,,
gene3219,AAEL014360,,
gene322,AAEL002005,,
gene3220,AAEL016968,,
gene3221,AAEL014361,,
gene3222,AAEL014034,,
gene3223,AAEL014037,,
gene3224,AAEL017435,,
gene3225,AAEL014038,,
gene3226,AAEL014036,,
gene3227,AAEL014035,,
gene3228,AAEL014039,,
gene3229,AAEL014040,,
gene323,AAEL002003,,
gene3230,AAEL010403,,
gene3231,AAEL010421,,
gene3232,AAEL010407,,
gene3234,AAEL010422,,
gene3235,AAEL010406,,
gene3237,AAEL010425,,
gene3238,AAEL010405,,
gene3239,AAEL010411,,
gene324,AAEL002002,,
gene3241,AAEL010412,,
gene3242,AAEL010419,,
gene3243,AAEL010414,,
gene3244,AAEL010413,,
gene3245,AAEL010402,,
gene3246,AAEL010417,,
gene3247,AAEL010423,,
gene3249,AAEL010401,,
gene325,AAEL001984,,
gene3250,AAEL010404,,
gene3251,AAEL010416,,
gene3253,AAEL010427,,
gene3254,AAEL010420,,
gene3255,AAEL010424,,
gene326,AAEL001993,,
gene3260,AAEL005892,,
gene3261,AAEL005887,,
gene3262,AAEL005880,,
gene3263,AAEL005872,,
gene3264,AAEL005881,,
gene3265,AAEL018355,,
gene3266,AAEL005890,,
gene3267,AAEL005879,,
gene3268,AAEL005876,,
gene3269,AAEL005888,,
gene327,AAEL002023,,
gene3270,AAEL005882,,
gene3271,AAEL005891,,
gene3272,AAEL005883,,
gene3274,AAEL005877,,
gene3275,AAEL005885,,
gene3276,AAEL005884,,
gene3277,AAEL005889,,
gene3278,RU042,,
gene328,AAEL001975,,
gene3280,AAEL005873,,
gene3281,AAEL017042,,
gene3282,AAEL005871,,
gene3283,AAEL005893,,
gene3284,AAEL014272,,
gene3285,AAEL014275,,
gene3286,AAEL014273,,
gene3287,AAEL014274,,
gene3288,AAEL015045,,
gene3289,AAEL015044,,
gene329,AAEL001992,,
gene3290,AAEL015047,,
gene3291,AAEL015046,,
gene3292,AAEL005251,,
gene3293,AAEL005240,,
gene3294,AAEL005247,,
gene3295,AAEL005245,,
gene3296,AAEL005252,,
gene3297,AAEL005250,,
gene3298,AAEL018334,,
gene3299,AAEL005241,,
gene33,AAEL007203,,
gene330,AAEL001981,,
gene3300,RU043,,
gene3301,AAEL005253,,
gene3302,AAEL005243,,
gene3303,AAEL005242,,
gene3304,RU044,,
gene3305,AAEL005037,,
gene3306,AAEL005028,,
gene3307,AAEL005038,,
gene3308,AAEL005044,,
gene3309,AAEL005035,,
gene331,AAEL002029,,
gene3310,AAEL005034,,
gene3311,AAEL005026,,
gene3312,AAEL005042,,
gene3313,AAEL005024,,
gene3314,AAEL005045,,
gene3315,AAEL005025,,
gene3316,AAEL005018,,
gene3317,AAEL005015,,
gene3318,AAEL005041,,
gene332,AAEL002019,,
gene3320,AAEL005033,,
gene3321,AAEL005016,,
gene3323,AAEL005040,,
gene3324,AAEL005017,,
gene3325,AAEL005029,,
gene3326,AAEL005021,,
gene3327,AAEL005020,,
gene3328,AAEL005043,,
gene3329,AAEL005023,,
gene333,AAEL002034,,
gene3330,AAEL005019,,
gene3331,AAEL005013,,
gene3332,AAEL005031,,
gene3333,AAEL005032,,
gene3334,AAEL005036,,
gene3335,AAEL005030,,
gene3336,AAEL005027,,
gene3337,AAEL005046,,
gene3338,AAEL005022,,
gene3339,AAEL018104,,
gene334,AAEL002016,,
gene3340,AAEL003948,,
gene3341,AAEL003959,,
gene3342,AAEL003966,,
gene3343,AAEL003954,,
gene3344,AAEL003953,,
gene3345,AAEL003950,,
gene3346,AAEL003971,,
gene3347,AAEL003952,,
gene3348,AAEL003961,,
gene3349,AAEL003968,,
gene335,AAEL001991,,
gene3350,AAEL003974,,
gene3351,AAEL003951,,
gene3352,AAEL003949,,
gene3353,AAEL003964,,
gene3354,AAEL003973,,
gene3355,AAEL003977,,
gene3356,AAEL003963,,
gene3357,AAEL003969,,
gene3358,AAEL003956,,
gene3359,AAEL003962,,
gene336,AAEL001998,,
gene3360,AAEL003976,,
gene3361,AAEL003957,,
gene3362,AAEL003967,,
gene3363,AAEL003958,,
gene3364,AAEL003975,,
gene3365,AAEL003978,,
gene3366,AAEL003955,,
gene3367,AAEL003972,,
gene3368,AAEL003960,,
gene3369,AAEL003970,,
gene337,AAEL002031,,
gene3370,AAEL003965,,
gene3371,AAEL004838,,
gene3372,AAEL004856,,
gene3373,AAEL004857,,
gene3374,AAEL004844,,
gene3375,AAEL004840,,
gene3376,AAEL004837,,
gene3377,AAEL004845,,
gene3378,AAEL004858,,
gene3379,RU045,,
gene338,AAEL002010,,
gene3380,AAEL004831,,
gene3381,AAEL004832,,
gene3382,AAEL004862,,
gene3383,AAEL004848,,
gene3384,AAEL004841,,
gene3385,AAEL004827,,
gene3386,AAEL004828,,
gene3387,AAEL004842,,
gene3388,AAEL004839,,
gene3389,AAEL004830,,
gene339,AAEL002006,,
gene3390,AAEL004835,,
gene3391,AAEL004859,,
gene3392,AAEL004843,,
gene3393,AAEL004834,,
gene3394,AAEL004846,,
gene3395,AAEL004854,,
gene3396,AAEL004860,,
gene3397,AAEL004850,,
gene3398,AAEL004829,,
gene3399,AAEL004847,,
gene34,AAEL007216,,
gene340,AAEL018282,,
gene3400,AAEL004853,,
gene3401,AAEL004855,,
gene3402,AAEL004851,,
gene3403,AAEL004852,,
gene3404,AAEL004826,,
gene3405,AAEL004833,,
gene3406,AAEL004836,,
gene3407,AAEL004861,,
gene3408,AAEL011826,,
gene3409,AAEL011825,,
gene341,AAEL001970,,
gene3410,AAEL011827,,
gene3411,AAEL010648,,
gene3412,AAEL010646,,
gene3413,AAEL010649,,
gene3414,AAEL010647,,
gene3415,RU046,,
gene3416,AAEL006874,,
gene3417,AAEL006854,,
gene3418,AAEL006866,,
gene3419,AAEL006869,,
gene342,AAEL001958,,
gene3420,AAEL006855,,
gene3421,AAEL006865,,
gene3422,AAEL006864,,
gene3423,AAEL006876,,
gene3424,AAEL006856,,
gene3425,AAEL006871,,
gene3426,AAEL006877,,
gene3427,AAEL017234,,
gene3428,AAEL006867,,
gene3429,AAEL017985,,
gene343,AAEL002028,,
gene3430,AAEL006868,,
gene3431,AAEL006861,,
gene3432,AAEL006859,,
gene3433,AAEL006875,,
gene3434,AAEL006862,,
gene3435,AAEL006858,,
gene3436,AAEL006870,,
gene3437,AAEL006873,,
gene3438,AAEL006857,,
gene3439,AAEL006860,,
gene344,AAEL002039,,
gene3440,AAEL006872,,
gene3441,AAEL006878,,
gene3442,AAEL006863,,
gene3443,AAEL010137,,
gene3444,AAEL010139,,
gene3445,AAEL010150,,
gene3446,AAEL010148,,
gene3447,AAEL010138,,
gene3448,AAEL010135,,
gene3449,AAEL010144,,
gene345,AAEL002035,,
gene3450,AAEL010145,,
gene3451,AAEL010146,,
gene3452,AAEL010143,,
gene3453,AAEL010149,,
gene3454,AAEL010142,,
gene3455,AAEL010147,,
gene3456,AAEL010136,,
gene3457,AAEL010140,,
gene3458,AAEL010141,,
gene3459,AAEL015536,,
gene346,AAEL002012,,
gene3460,AAEL014108,,
gene3461,AAEL014103,,
gene3462,AAEL014113,,
gene3463,AAEL014107,,
gene3464,AAEL014105,,
gene3465,AAEL014112,,
gene3466,AAEL014106,,
gene3467,AAEL014104,,
gene3468,AAEL014109,,
gene3469,AAEL014110,,
gene347,AAEL002004,,
gene3470,AAEL014111,,
gene3471,AAEL017154,,
gene3472,AAEL003764,,
gene3473,AAEL003758,,
gene3474,AAEL003748,,
gene3475,AAEL003755,,
gene3476,AAEL003752,,
gene3478,AAEL018306,,
gene3479,AAEL003757,,
gene348,AAEL001964,,
gene3480,AAEL003753,,
gene3481,AAEL003754,,
gene3482,AAEL003744,,
gene3483,AAEL003767,,
gene3484,AAEL003745,,
gene3485,AAEL003769,,
gene3486,AAEL003768,,
gene3487,AAEL003742,,
gene3488,AAEL003751,,
gene3489,AAEL003756,,
gene349,AAEL001990,,
gene3490,AAEL003760,,
gene3491,AAEL003771,,
gene3492,AAEL003770,,
gene3493,AAEL003766,,
gene3494,AAEL003743,,
gene3495,AAEL003763,,
gene3496,AAEL003772,,
gene3497,AAEL003761,,
gene3498,AAEL003749,,
gene3499,AAEL003750,,
gene35,AAEL007213,,
gene350,AAEL002022,,
gene3500,AAEL003746,,
gene3501,AAEL003762,,
gene3502,AAEL015597,,
gene3503,AAEL015615,,
gene3504,AAEL003129,,
gene3505,AAEL003146,,
gene3506,AAEL003142,,
gene3507,AAEL003139,,
gene3508,AAEL003136,,
gene3509,AAEL003132,,
gene351,AAEL001987,,
gene3510,AAEL003147,,
gene3511,AAEL003137,,
gene3512,AAEL003148,,
gene3513,AAEL003127,,
gene3514,AAEL003131,,
gene3515,AAEL003150,,
gene3516,AAEL003130,,
gene3517,AAEL003145,,
gene3518,AAEL003140,,
gene3519,AAEL003133,,
gene352,AAEL001995,,
gene3520,AAEL003126,,
gene3521,AAEL018294,,
gene3522,AAEL003128,,
gene3523,AAEL003141,,
gene3524,AAEL003144,,
gene3525,AAEL003149,,
gene3526,AAEL003135,,
gene3527,AAEL003143,,
gene3528,AAEL017319,,
gene3529,AAEL018320,,
gene353,AAEL002007,,
gene3530,AAEL004316,,
gene3531,AAEL004323,,
gene3532,AAEL004313,,
gene3533,AAEL004326,,
gene3534,AAEL004307,,
gene3535,AAEL004306,,
gene3536,AAEL004325,,
gene3537,AAEL004315,,
gene3538,AAEL004309,,
gene3539,AAEL004317,,
gene354,AAEL002040,,
gene3540,AAEL004320,,
gene3541,AAEL004319,,
gene3542,AAEL004312,,
gene3543,AAEL004318,,
gene3544,AAEL004321,,
gene3545,AAEL004310,,
gene3546,AAEL004305,,
gene3547,AAEL004311,,
gene3549,AAEL004308,,
gene355,AAEL001969,,
gene3550,AAEL015151,,
gene3553,AAEL009148,,
gene3554,AAEL009145,,
gene3555,AAEL018171,,
gene3556,AAEL009144,,
gene3557,AAEL009142,,
gene3558,AAEL009139,,
gene3559,AAEL009140,,
gene356,AAEL001978,,
gene3560,AAEL009146,,
gene3561,AAEL009147,,
gene3562,AAEL009687,,
gene3563,AAEL017306,,
gene3564,AAEL009692,,
gene3565,AAEL009686,,
gene3566,RU047,,
gene3567,AAEL009679,,
gene3568,AAEL009689,,
gene3569,AAEL009682,,
gene357,AAEL018281,,
gene3570,AAEL009684,,
gene3571,AAEL009681,,
gene3572,AAEL009688,,
gene3573,AAEL009683,,
gene3574,AAEL009690,,
gene3575,AAEL009680,,
gene3576,AAEL009691,,
gene3577,AAEL009685,,
gene3578,AAEL017554,,
gene3579,AAEL012133,,
gene358,AAEL002032,,
gene3580,AAEL012128,,
gene3581,AAEL012129,,
gene3582,AAEL012131,,
gene3583,AAEL012130,,
gene3584,AAEL012132,,
gene3585,AAEL012134,,
gene3586,AAEL012127,,
gene3587,AAEL018303,,
gene3588,AAEL003559,,
gene3589,AAEL003558,,
gene359,AAEL001997,,
gene3590,AAEL003555,,
gene3591,AAEL003552,,
gene3592,AAEL003556,,
gene3593,AAEL003551,,
gene3594,AAEL003560,,
gene3595,AAEL017480,,
gene3596,AAEL003554,,
gene3597,AAEL014738,,
gene3598,AAEL014736,,
gene3599,AAEL014737,,
gene36,AAEL007218,,
gene360,AAEL001977,,
gene3600,AAEL011867,,
gene3601,AAEL011868,,
gene3602,AAEL011859,,
gene3603,AAEL011865,,
gene3604,AAEL018227,,
gene3605,AAEL011857,,
gene3606,AAEL011858,,
gene3607,AAEL011866,,
gene3608,AAEL011864,,
gene3609,AAEL011862,,
gene361,AAEL002009,,
gene3610,AAEL011863,,
gene3611,AAEL013686,,
gene3612,AAEL013688,,
gene3613,AAEL013690,,
gene3614,AAEL013689,,
gene3615,AAEL013685,,
gene3616,AAEL013687,,
gene3618,AAEL010883,,
gene3619,AAEL010879,,
gene362,AAEL001971,,
gene3620,AAEL010882,,
gene3621,AAEL010878,,
gene3622,AAEL010881,,
gene3623,AAEL008971,,
gene3624,AAEL008973,,
gene3625,AAEL008966,,
gene3626,AAEL008965,,
gene3627,AAEL008999,,
gene3628,AAEL009003,,
gene3629,AAEL008997,,
gene363,AAEL001989,,
gene3630,AAEL008978,,
gene3631,AAEL009009,,
gene3632,AAEL008989,,
gene3633,AAEL008990,,
gene3634,AAEL008985,,
gene3635,AAEL008986,,
gene3636,AAEL008984,,
gene3637,AAEL009002,,
gene3638,AAEL009007,,
gene3639,AAEL008995,,
gene364,AAEL002041,,
gene3640,AAEL009013,,
gene3641,AAEL009011,,
gene3642,AAEL018167,,
gene3643,AAEL009005,,
gene3644,AAEL008976,,
gene3645,AAEL008970,,
gene3646,AAEL008979,,
gene3647,AAEL008991,,
gene3648,AAEL008972,,
gene3649,AAEL009004,,
gene365,AAEL002011,,
gene3650,AAEL008981,,
gene3651,AAEL009010,,
gene3652,AAEL008994,,
gene3653,AAEL008967,,
gene3654,AAEL008996,,
gene3655,AAEL008982,,
gene3656,AAEL008983,,
gene3657,AAEL008993,,
gene3658,AAEL008998,,
gene3659,AAEL008992,,
gene366,AAEL001960,,
gene3660,AAEL008980,,
gene3661,AAEL008974,,
gene3662,AAEL008975,,
gene3663,AAEL008969,,
gene3664,AAEL009001,,
gene3665,AAEL009012,,
gene3666,AAEL008987,,
gene3667,AAEL008968,,
gene3668,AAEL008977,,
gene3669,AAEL009008,,
gene367,AAEL001965,,
gene3670,AAEL008988,,
gene3672,AAEL005948,,
gene3673,AAEL005946,,
gene3674,AAEL005947,,
gene3675,AAEL005942,,
gene3676,AAEL005944,,
gene3677,AAEL005951,,
gene3678,AAEL005950,,
gene3679,AAEL017124,,
gene368,AAEL001962,,
gene3680,AAEL005949,,
gene3681,AAEL005943,,
gene3682,AAEL005954,,
gene3683,AAEL016976,,
gene3685,AAEL014214,,
gene3686,AAEL015659,,
gene3687,AAEL015380,,
gene3688,AAEL014166,,
gene3689,AAEL014167,,
gene369,AAEL001973,,
gene3690,AAEL015498,,
gene3691,AAEL015342,,
gene3692,AAEL015611,,
gene3693,AAEL015516,,
gene3694,AAEL013112,,
gene3695,AAEL013116,,
gene3696,AAEL013107,,
gene3697,AAEL013114,,
gene3698,AAEL013115,,
gene3699,AAEL013110,,
gene37,AAEL007208,,
gene370,AAEL002021,,
gene3700,AAEL013108,,
gene3701,AAEL013113,,
gene3702,AAEL013111,,
gene3703,AAEL013109,,
gene3704,AAEL012691,,
gene3705,AAEL012683,,
gene3706,AAEL012690,,
gene3707,AAEL012679,,
gene3708,AAEL012684,,
gene3709,AAEL012681,,
gene371,AAEL002027,,
gene3710,AAEL012682,,
gene3711,AAEL012689,,
gene3712,AAEL018246,,
gene3713,AAEL012687,,
gene3714,AAEL012680,,
gene3715,AAEL012678,,
gene3716,AAEL012675,,
gene3717,AAEL012686,,
gene3718,AAEL012676,,
gene3719,AAEL012685,,
gene372,AAEL002026,,
gene3720,AAEL017080,,
gene3721,AAEL012693,,
gene3722,AAEL012694,,
gene3723,AAEL012688,,
gene3724,AAEL014390,,
gene3725,AAEL014387,,
gene3726,AAEL014389,,
gene3727,AAEL014382,,
gene3728,AAEL014383,,
gene3729,AAEL014381,,
gene373,AAEL001963,,
gene3730,AAEL014386,,
gene3731,AAEL014384,,
gene3732,AAEL014388,,
gene3733,AAEL017348,,
gene3734,AAEL001355,,
gene3735,AAEL001349,,
gene3736,AAEL001328,,
gene3737,AAEL001324,,
gene3738,AAEL001331,,
gene3739,AAEL001347,,
gene374,AAEL001961,,
gene3740,AAEL001330,,
gene3741,AAEL001339,,
gene3742,AAEL001345,,
gene3743,AAEL001341,,
gene3744,AAEL001327,,
gene3746,AAEL001335,,
gene3747,AAEL001338,,
gene3748,AAEL001351,,
gene3749,AAEL001329,,
gene375,AAEL002017,,
gene3750,AAEL001346,,
gene3751,AAEL001332,,
gene3752,AAEL018214,,
gene3753,AAEL001357,,
gene3754,AAEL001336,,
gene3755,AAEL001350,,
gene3756,AAEL001326,,
gene3757,AAEL001325,,
gene3758,AAEL001334,,
gene3759,AAEL017357,,
gene376,AAEL002036,,
gene3760,AAEL001354,,
gene3761,AAEL001333,,
gene3762,AAEL001344,,
gene3763,AAEL001356,,
gene3764,AAEL001343,,
gene3765,AAEL001352,,
gene3766,AAEL001358,,
gene3767,AAEL001340,,
gene3768,AAEL001348,,
gene3769,AAEL010516,,
gene377,AAEL015112,,
gene3770,AAEL010511,,
gene3771,AAEL010514,,
gene3772,AAEL010517,,
gene3773,AAEL010515,,
gene3774,AAEL010510,,
gene3775,AAEL010513,,
gene3776,AAEL010512,,
gene3777,AAEL017390,,
gene3778,AAEL010725,,
gene3779,AAEL010726,,
gene378,AAEL010151,,
gene3780,AAEL012810,,
gene3781,AAEL012804,,
gene3782,AAEL012806,,
gene3783,AAEL012813,,
gene3784,AAEL012805,,
gene3785,RU048,,
gene3786,AAEL012809,,
gene3787,AAEL012812,,
gene3788,AAEL012811,,
gene3789,AAEL012801,,
gene379,AAEL010158,,
gene3790,AAEL012814,,
gene3791,AAEL012802,,
gene3792,AAEL012808,,
gene3793,AAEL012807,,
gene3794,AAEL011743,,
gene3795,AAEL011736,,
gene3796,AAEL011731,,
gene3797,AAEL011739,,
gene3798,AAEL011747,,
gene3799,AAEL011737,,
gene38,AAEL007205,,
gene380,AAEL010152,,
gene3800,AAEL011745,,
gene3801,AAEL011738,,
gene3802,AAEL011742,,
gene3803,AAEL011744,,
gene3804,AAEL011732,,
gene3805,AAEL011733,,
gene3806,AAEL011734,,
gene3807,AAEL011746,,
gene3808,AAEL011740,,
gene3809,AAEL011741,,
gene381,AAEL010157,,
gene3810,AAEL002423,,
gene3811,AAEL002431,,
gene3812,AAEL002408,,
gene3813,AAEL002410,,
gene3814,AAEL002413,,
gene3815,AAEL002412,,
gene3816,AAEL002434,,
gene3817,AAEL002416,,
gene3818,AAEL002421,,
gene3819,AAEL002419,,
gene382,AAEL018034,,
gene3820,AAEL002428,,
gene3821,AAEL002417,,
gene3822,AAEL002432,,
gene3823,AAEL002427,,
gene3824,AAEL002433,,
gene3825,AAEL002424,,
gene3826,AAEL002426,,
gene3827,AAEL002415,,
gene3828,AAEL002414,,
gene3829,AAEL002420,,
gene383,AAEL010154,,
gene3830,AAEL002430,,
gene3831,AAEL002409,,
gene3832,AAEL002429,,
gene3833,AAEL002418,,
gene3834,AAEL002407,,
gene3835,AAEL002422,,
gene3836,AAEL002425,,
gene3837,AAEL002411,,
gene3838,AAEL015415,,
gene3839,AAEL014303,,
gene384,AAEL010155,,
gene3840,AAEL014301,,
gene3841,AAEL014302,,
gene3842,AAEL014710,,
gene3843,AAEL014712,,
gene3844,AAEL014709,,
gene3845,AAEL014711,,
gene3846,AAEL002654,,
gene3847,AAEL002648,,
gene3848,AAEL002649,,
gene3849,AAEL002643,,
gene385,AAEL009241,,
gene3850,AAEL002637,,
gene3851,AAEL002639,,
gene3852,AAEL002650,,
gene3853,AAEL002642,,
gene3854,AAEL017542,,
gene3855,AAEL002647,,
